n,p,lambda,rho,S
100000,5e-05,1,2.3,0.04571
100000,5e-05,1,1.8,0.99999
100000,5e-05,1,9.3,0.99999
100000,5e-05,1,4.2,0.99999
100000,5e-05,1,2.9,0.99981
100000,5e-05,1,1.5,0.04129
100000,5e-05,1,5.8,0.99999
100000,5e-05,1,0.7,0.04265
100000,5e-05,1,5.7,0.99999
100000,5e-05,1,0.4,0.04328
100000,5e-05,1,0.5,0.04306
100000,5e-05,1,3.6,0.99995
100000,5e-05,1,5.9,0.99996
100000,5e-05,1,9.5,0.99998
100000,5e-05,1,0.2,0.04633
100000,5e-05,1,3.5,0.99998
100000,5e-05,1,4.8,0.99998
100000,5e-05,1,0.6,0.04372
100000,5e-05,1,3.2,0.99999
100000,5e-05,1,7.4,0.99999
100000,5e-05,1,3.6,0.99999
100000,5e-05,1,7.8,0.99999
100000,5e-05,1,9.6,0.99998
100000,5e-05,1,9.5,0.99999
100000,5e-05,1,3.6,0.99996
100000,5e-05,1,1.7,0.04255
100000,5e-05,1,9.2,0.99999
100000,5e-05,1,4.5,0.99999
100000,5e-05,1,2.0,0.99997
100000,5e-05,1,8.1,0.99998
100000,5e-05,1,7.7,0.99998
100000,5e-05,1,2.2,0.04506
100000,5e-05,1,6.2,0.99999
100000,5e-05,1,5.4,0.99999
100000,5e-05,1,1.1,0.99999
100000,5e-05,1,3.6,0.08896
100000,5e-05,1,7.5,0.99998
100000,5e-05,1,2.4,0.99997
100000,5e-05,1,7.2,0.99998
100000,5e-05,1,0.1,0.04859
100000,5e-05,1,4.5,0.99998
100000,5e-05,1,9.3,0.99999
100000,5e-05,1,2.2,0.04571
100000,5e-05,1,8.8,0.99999
100000,5e-05,1,7.9,0.99999
100000,5e-05,1,6.1,0.99996
100000,5e-05,1,3.1,0.99989
100000,5e-05,1,0.6,0.04127
100000,5e-05,1,0.9,0.04099
100000,5e-05,1,1.6,0.04022
100000,5e-05,1,3.5,0.99998
100000,5e-05,1,4.4,0.99999
100000,5e-05,1,5.8,0.99986
100000,5e-05,1,1.6,0.04182
100000,5e-05,1,4.6,0.99996
100000,5e-05,1,9.4,0.99997
100000,5e-05,1,4.5,0.99999
100000,5e-05,1,3.0,0.06023
100000,5e-05,1,0.6,0.99997
100000,5e-05,1,3.9,0.12107
100000,5e-05,1,3.6,0.09237
100000,5e-05,1,8.9,0.99999
100000,5e-05,1,5.2,0.99998
100000,5e-05,1,7.8,0.99999
100000,5e-05,1,4.9,0.99996
100000,5e-05,1,6.1,0.99999
100000,5e-05,1,8.5,0.99997
100000,5e-05,1,7.1,0.99999
100000,5e-05,1,4.3,0.99997
100000,5e-05,1,4.8,0.99997
100000,5e-05,1,0.8,0.04158
100000,5e-05,1,6.8,0.99999
100000,5e-05,1,1.3,0.04075
100000,5e-05,1,7.8,0.99999
100000,5e-05,1,8.3,0.99996
100000,5e-05,1,3.6,0.09171
100000,5e-05,1,2.3,0.04744
100000,5e-05,1,5.9,0.99991
100000,5e-05,1,0.3,0.0449
100000,5e-05,1,1.1,0.04028
100000,5e-05,1,6.2,0.99996
100000,5e-05,1,0.2,0.99999
100000,5e-05,1,8.8,0.99998
100000,5e-05,1,5.5,0.99968
100000,5e-05,1,1.6,0.04169
100000,5e-05,1,7.0,0.99997
100000,5e-05,1,8.6,0.99999
100000,5e-05,1,8.0,0.99999
100000,5e-05,1,9.6,0.99999
100000,5e-05,1,6.3,0.99997
100000,5e-05,1,9.5,0.99999
100000,5e-05,1,6.4,0.99999
100000,5e-05,1,5.6,0.99999
100000,5e-05,1,2.3,0.04749
100000,5e-05,1,9.0,0.99999
100000,5e-05,1,8.6,0.99999
100000,5e-05,1,2.9,0.99999
100000,5e-05,1,0.5,0.04327
100000,5e-05,1,2.1,0.99992
100000,5e-05,1,2.3,0.0471
100000,5e-05,1,6.7,0.99999
100000,5e-05,1,3.2,0.99995
100000,5e-05,1,5.6,0.99997
100000,5e-05,1,5.7,0.99999
100000,5e-05,1,5.0,0.99883
100000,5e-05,1,6.4,0.99994
100000,5e-05,1,9.8,0.99997
100000,5e-05,1,3.9,0.9999
100000,5e-05,1,1.4,0.04135
100000,5e-05,1,8.6,0.99998
100000,5e-05,1,6.4,0.99999
100000,5e-05,1,7.0,0.99998
100000,5e-05,1,9.4,0.99999
100000,5e-05,1,1.1,0.04052
100000,5e-05,1,4.3,0.99999
100000,5e-05,1,3.5,0.99994
100000,5e-05,1,5.8,0.99998
100000,5e-05,1,5.2,0.99985
100000,5e-05,1,9.9,0.99999
100000,5e-05,1,3.7,0.99961
100000,5e-05,1,8.6,0.99999
100000,5e-05,1,3.5,0.08235
100000,5e-05,1,3.3,0.99999
100000,5e-05,1,8.0,0.99999
100000,5e-05,1,0.0,0.04948
100000,5e-05,1,7.3,0.99998
100000,5e-05,1,1.1,0.04027
100000,5e-05,1,3.9,0.99992
100000,5e-05,1,3.7,0.99999
100000,5e-05,1,6.8,0.99999
100000,5e-05,1,7.4,0.99999
100000,5e-05,1,0.4,0.04279
100000,5e-05,1,4.4,0.99999
100000,5e-05,1,2.5,0.99999
100000,5e-05,1,2.9,0.05752
100000,5e-05,1,2.7,0.99999
100000,5e-05,1,4.0,0.99998
100000,5e-05,1,7.0,0.99997
100000,5e-05,1,3.4,0.99997
100000,5e-05,1,7.9,0.99999
100000,5e-05,1,1.5,0.03985
100000,5e-05,1,5.3,0.99995
100000,5e-05,1,0.1,0.04768
100000,5e-05,1,6.1,0.99998
100000,5e-05,1,8.3,0.99998
100000,5e-05,1,1.9,0.99999
100000,5e-05,1,7.6,0.99999
100000,5e-05,1,1.3,0.04044
100000,5e-05,1,0.9,0.04002
100000,5e-05,1,8.9,0.99999
100000,5e-05,1,3.3,0.99998
100000,5e-05,1,5.6,0.99999
100000,5e-05,1,0.1,0.04708
100000,5e-05,1,2.8,0.99998
100000,5e-05,1,3.2,0.99999
100000,5e-05,1,6.6,0.99999
100000,5e-05,1,4.8,0.99998
100000,5e-05,1,3.1,0.99999
100000,5e-05,1,4.2,0.99988
100000,5e-05,1,0.5,0.04428
100000,5e-05,1,8.8,0.99998
100000,5e-05,1,9.0,0.99995
100000,5e-05,1,7.2,0.99998
100000,5e-05,1,0.1,0.04873
100000,5e-05,1,2.2,0.04252
100000,5e-05,1,8.4,0.99998
100000,5e-05,1,6.8,0.99998
100000,5e-05,1,5.5,0.99998
100000,5e-05,1,7.4,0.99999
100000,5e-05,1,5.7,0.99999
100000,5e-05,1,9.5,0.99992
100000,5e-05,1,7.5,0.99999
100000,5e-05,1,3.2,0.06615
100000,5e-05,1,0.9,0.03998
100000,5e-05,1,4.9,0.99999
100000,5e-05,1,0.4,0.04498
100000,5e-05,1,7.2,0.99995
100000,5e-05,1,7.7,0.99993
100000,5e-05,1,0.5,0.04389
100000,5e-05,1,9.9,0.99998
100000,5e-05,1,3.4,0.99997
100000,5e-05,1,3.7,0.99999
100000,5e-05,1,2.6,0.05199
100000,5e-05,1,0.4,0.04371
100000,5e-05,1,5.9,0.99999
100000,5e-05,1,3.5,0.99997
100000,5e-05,1,6.0,0.99998
100000,5e-05,1,8.1,0.99992
100000,5e-05,1,8.8,0.99998
100000,5e-05,1,9.2,0.99998
100000,5e-05,1,0.8,0.04111
100000,5e-05,1,8.1,0.99998
100000,5e-05,1,6.7,0.99999
100000,5e-05,1,5.1,0.99997
100000,5e-05,1,9.0,0.99995
100000,5e-05,1,8.6,0.99999
100000,5e-05,1,9.2,0.99997
100000,5e-05,1,8.7,0.99999
100000,5e-05,1,7.7,0.99999
100000,5e-05,1,1.9,0.04312
100000,5e-05,1,9.6,0.99999
100000,5e-05,1,7.8,0.99999
100000,5e-05,1,9.9,0.99997
100000,5e-05,1,3.1,0.06239
100000,5e-05,1,3.8,0.9996
100000,5e-05,1,5.1,0.9997
100000,5e-05,1,3.3,0.99998
100000,5e-05,1,8.6,0.99999
100000,5e-05,1,5.1,0.99999
100000,5e-05,1,6.3,0.99997
100000,5e-05,1,1.0,0.03964
100000,5e-05,1,2.7,0.05494
100000,5e-05,1,6.8,0.99999
100000,5e-05,1,9.7,0.99999
100000,5e-05,1,2.4,0.04674
100000,5e-05,1,4.3,0.99998
100000,5e-05,1,6.6,0.99998
100000,5e-05,1,3.5,0.99999
100000,5e-05,1,5.3,0.99999
100000,5e-05,1,5.2,0.9999
100000,5e-05,1,5.9,0.99999
100000,5e-05,1,4.2,0.99939
100000,5e-05,1,6.4,0.99999
100000,5e-05,1,0.2,0.99999
100000,5e-05,1,3.9,0.99999
100000,5e-05,1,5.2,0.99998
100000,5e-05,1,3.4,0.99998
100000,5e-05,1,4.5,0.99971
100000,5e-05,1,9.2,0.99999
100000,5e-05,1,1.1,0.03986
100000,5e-05,1,8.8,0.99999
100000,5e-05,1,0.6,0.04254
100000,5e-05,1,9.3,0.99999
100000,5e-05,1,5.9,0.99999
100000,5e-05,1,1.8,0.04151
100000,5e-05,1,5.8,0.99999
100000,5e-05,1,6.6,0.99996
100000,5e-05,1,3.6,0.99991
100000,5e-05,1,2.5,0.04765
100000,5e-05,1,4.2,0.99987
100000,5e-05,1,9.0,0.99997
100000,5e-05,1,0.3,0.0464
100000,5e-05,1,7.4,0.99999
100000,5e-05,1,9.7,0.99999
100000,5e-05,1,3.6,0.99999
100000,5e-05,1,7.8,0.99999
100000,5e-05,1,5.2,0.99996
100000,5e-05,1,8.2,0.99999
100000,5e-05,1,4.8,0.99998
100000,5e-05,1,4.1,0.99999
100000,5e-05,1,5.7,0.99996
100000,5e-05,1,9.9,0.99998
100000,5e-05,1,5.6,0.99999
100000,5e-05,1,6.9,0.99995
100000,5e-05,1,2.7,0.99999
100000,5e-05,1,8.6,0.99995
100000,5e-05,1,1.6,0.04076
100000,5e-05,1,2.6,0.05161
100000,5e-05,1,5.2,0.99999
100000,5e-05,1,8.3,0.99996
100000,5e-05,1,1.5,0.99999
100000,5e-05,1,1.6,0.03957
100000,5e-05,1,5.0,0.99999
100000,5e-05,1,7.1,0.99997
100000,5e-05,1,9.3,0.99999
100000,5e-05,1,4.5,0.99997
100000,5e-05,1,0.9,0.04135
100000,5e-05,1,7.3,0.9998
100000,5e-05,1,0.4,0.0442
100000,5e-05,1,2.6,0.99997
100000,5e-05,1,7.8,0.99999
100000,5e-05,1,7.0,0.99998
100000,5e-05,1,5.2,0.99996
100000,5e-05,1,8.6,0.99999
100000,5e-05,1,8.9,0.99999
100000,5e-05,1,8.8,0.99999
100000,5e-05,1,2.5,0.04857
100000,5e-05,1,6.8,0.99998
100000,5e-05,1,0.8,0.04263
100000,5e-05,1,4.8,0.99999
100000,5e-05,1,1.5,0.0407
100000,5e-05,1,4.0,0.99995
100000,5e-05,1,6.0,0.99999
100000,5e-05,1,9.1,0.99999
100000,5e-05,1,5.1,0.99999
100000,5e-05,1,9.6,0.99997
100000,5e-05,1,1.1,0.0405
100000,5e-05,1,7.0,0.99999
100000,5e-05,1,9.9,0.99999
100000,5e-05,1,7.8,0.99999
100000,5e-05,1,9.1,0.99993
100000,5e-05,1,6.9,0.99999
100000,5e-05,1,6.3,0.99995
100000,5e-05,1,1.6,0.04196
100000,5e-05,1,8.1,0.99998
100000,5e-05,1,7.8,0.99997
100000,5e-05,1,0.0,0.04987
100000,5e-05,1,9.7,0.99995
100000,5e-05,1,2.3,0.04794
100000,5e-05,1,6.4,0.99995
100000,5e-05,1,5.5,0.99996
100000,5e-05,1,3.3,0.99999
100000,5e-05,1,7.5,0.99992
100000,5e-05,1,5.9,0.99999
100000,5e-05,1,8.7,0.99999
100000,5e-05,1,5.2,0.99999
100000,5e-05,1,3.6,0.99994
100000,5e-05,1,4.2,0.99999
100000,5e-05,1,2.3,0.99997
100000,5e-05,1,1.7,0.99995
100000,5e-05,1,4.7,0.99978
100000,5e-05,1,1.0,0.04226
100000,5e-05,1,7.5,0.99996
100000,5e-05,1,5.8,0.99952
100000,5e-05,1,9.4,0.99999
100000,5e-05,1,2.5,0.99995
100000,5e-05,1,1.0,0.04155
100000,5e-05,1,9.7,0.99999
100000,5e-05,1,8.1,0.99997
100000,5e-05,1,4.6,0.99999
100000,5e-05,1,4.6,0.99976
100000,5e-05,1,0.7,0.04242
100000,5e-05,1,8.2,0.99999
100000,5e-05,1,0.2,0.04597
100000,5e-05,1,1.2,0.04129
100000,5e-05,1,1.2,0.04036
100000,5e-05,1,7.4,0.99999
100000,5e-05,1,8.2,0.99999
100000,5e-05,1,6.3,0.99999
100000,5e-05,1,5.2,0.99999
100000,5e-05,1,7.8,0.99998
100000,5e-05,1,5.8,0.99983
100000,5e-05,1,8.8,0.99999
100000,5e-05,1,3.1,0.06395
100000,5e-05,1,9.4,0.99999
100000,5e-05,1,3.0,0.06205
100000,5e-05,1,4.9,0.99999
100000,5e-05,1,4.0,0.99969
100000,5e-05,1,4.4,0.99992
100000,5e-05,1,8.1,0.99999
100000,5e-05,1,9.2,0.99995
100000,5e-05,1,2.5,0.0494
100000,5e-05,1,8.2,0.99998
100000,5e-05,1,6.5,0.99999
100000,5e-05,1,8.4,0.99997
100000,5e-05,1,1.6,0.99999
100000,5e-05,1,2.7,0.05134
100000,5e-05,1,5.0,0.99999
100000,5e-05,1,2.2,0.99999
100000,5e-05,1,0.7,0.04293
100000,5e-05,1,1.7,0.99999
100000,5e-05,1,3.5,0.99923
100000,5e-05,1,6.6,0.99978
100000,5e-05,1,7.9,0.99999
100000,5e-05,1,4.4,0.99946
100000,5e-05,1,4.8,0.99992
100000,5e-05,1,3.4,0.99998
100000,5e-05,1,5.4,0.99987
100000,5e-05,1,2.1,0.99997
100000,5e-05,1,9.2,0.99999
100000,5e-05,1,1.6,0.04134
100000,5e-05,1,5.3,0.99981
100000,5e-05,1,1.0,0.04134
100000,5e-05,1,6.0,0.99999
100000,5e-05,1,4.7,0.99998
100000,5e-05,1,5.2,0.99999
100000,5e-05,1,7.9,0.99999
100000,5e-05,1,0.9,0.04121
100000,5e-05,1,3.2,0.99999
100000,5e-05,1,3.3,0.99998
100000,5e-05,1,2.8,0.05566
100000,5e-05,1,7.6,0.99998
100000,5e-05,1,6.7,0.99999
100000,5e-05,1,1.5,0.03955
100000,5e-05,1,8.5,0.99999
100000,5e-05,1,2.0,0.04416
100000,5e-05,1,0.1,0.04826
100000,5e-05,1,6.5,0.99999
100000,5e-05,1,7.3,0.99999
100000,5e-05,1,6.6,0.99999
100000,5e-05,1,2.7,0.99996
100000,5e-05,1,7.9,0.99997
100000,5e-05,1,5.1,0.99999
100000,5e-05,1,4.0,0.99997
100000,5e-05,1,8.3,0.99999
100000,5e-05,1,1.0,0.99999
100000,5e-05,1,9.5,0.99999
100000,5e-05,1,0.9,0.04101
100000,5e-05,1,9.4,0.99999
100000,5e-05,1,1.8,0.04096
100000,5e-05,1,1.7,0.04165
100000,5e-05,1,3.3,0.99997
100000,5e-05,1,7.0,0.99999
100000,5e-05,1,1.2,0.99999
100000,5e-05,1,6.0,0.99997
100000,5e-05,1,3.0,0.99999
100000,5e-05,1,9.3,0.99993
100000,5e-05,1,9.7,0.99998
100000,5e-05,1,7.3,0.99999
100000,5e-05,1,5.5,0.99996
100000,5e-05,1,4.1,0.99964
100000,5e-05,1,7.8,0.99998
100000,5e-05,1,6.9,0.99997
100000,5e-05,1,6.1,0.99999
100000,5e-05,1,1.0,0.04107
100000,5e-05,1,3.1,0.99999
100000,5e-05,1,9.2,0.99999
100000,5e-05,1,4.4,0.99999
100000,5e-05,1,8.9,0.99999
100000,5e-05,1,8.1,0.99999
100000,5e-05,1,2.7,0.99994
100000,5e-05,1,9.7,0.99999
100000,5e-05,1,5.3,0.99994
100000,5e-05,1,0.7,0.04286
100000,5e-05,1,6.9,0.99993
100000,5e-05,1,9.8,0.99999
100000,5e-05,1,3.5,0.99988
100000,5e-05,1,2.8,0.99992
100000,5e-05,1,8.2,0.99991
100000,5e-05,1,7.6,0.99999
100000,5e-05,1,3.1,0.99986
100000,5e-05,1,3.2,0.06802
100000,5e-05,1,5.9,0.99991
100000,5e-05,1,6.2,0.99999
100000,5e-05,1,1.4,0.99999
100000,5e-05,1,4.5,0.99993
100000,5e-05,1,1.0,0.04064
100000,5e-05,1,9.6,0.99999
100000,5e-05,1,0.7,0.99999
100000,5e-05,1,4.9,0.99997
100000,5e-05,1,3.7,0.09748
100000,5e-05,1,2.4,0.99999
100000,5e-05,1,2.8,0.99999
100000,5e-05,1,4.4,0.99999
100000,5e-05,1,2.8,0.99996
100000,5e-05,1,8.2,0.99999
100000,5e-05,1,3.0,0.05917
100000,5e-05,1,8.6,0.99999
100000,5e-05,1,3.2,0.99999
100000,5e-05,1,6.6,0.99999
100000,5e-05,1,1.7,0.04057
100000,5e-05,1,1.2,0.0401
100000,5e-05,1,2.9,0.0584
100000,5e-05,1,4.6,0.99961
100000,5e-05,1,2.1,0.99997
100000,5e-05,1,0.8,0.04134
100000,5e-05,1,8.7,0.99999
100000,5e-05,1,8.8,0.99999
100000,5e-05,1,7.6,0.99999
100000,5e-05,1,6.8,0.99993
100000,5e-05,1,0.7,0.04172
100000,5e-05,1,8.8,0.99999
100000,5e-05,1,1.3,0.99999
100000,5e-05,1,3.2,0.99999
100000,5e-05,1,8.7,0.99997
100000,5e-05,1,8.5,0.99999
100000,5e-05,1,8.9,0.99999
100000,5e-05,1,9.5,0.99999
100000,5e-05,1,9.7,0.99999
100000,5e-05,1,8.5,0.99999
100000,5e-05,1,1.4,0.0401
100000,5e-05,1,4.5,0.99938
100000,5e-05,1,8.9,0.99999
100000,5e-05,1,4.5,0.99999
100000,5e-05,1,3.1,0.99999
