n,p,lambda,rho,s,i,r,t,mu
10000,0.0005,2,0,9006,864,130,0.8919490170541124,4.86968586968579
10000,0.0005,2,0,9005,865,130,0.8920913860746136,4.86968586968579
10000,0.0005,2,0,9004,866,130,0.8922334113551135,4.86968586968579
10000,0.0005,2,0,9003,867,130,0.8923751748935314,4.86968586968579
10000,0.0005,2,0,9002,868,130,0.8925168380186199,4.86968586968579
10000,0.0005,2,0,9001,869,130,0.8926582007554025,4.86968586968579
10000,0.0005,2,0,9000,870,130,0.892799383869902,4.86968586968579
10000,0.0005,2,0,8999,871,130,0.8929404673913467,4.86968586968579
10000,0.0005,2,0,8998,872,130,0.8930814117183375,4.867429714412772
10000,0.0005,2,0,8997,873,130,0.8932222567887601,4.867429714412772
10000,0.0005,2,0,8996,874,130,0.89336288398606,4.867429714412772
10000,0.0005,2,0,8995,875,130,0.8935034123727942,4.867429714412772
10000,0.0005,2,0,8994,876,130,0.8936437238643054,4.867429714412772
10000,0.0005,2,0,8993,877,130,0.8937839763187233,4.867429714412772
10000,0.0005,2,0,8992,878,130,0.8939241304883099,4.867429714412772
10000,0.0005,2,0,8991,879,130,0.8940640689154019,4.867429714412772
10000,0.0005,2,0,8990,880,130,0.8942037922631734,4.867429714412772
10000,0.0005,2,0,8989,881,130,0.8943432622771204,4.867429714412772
10000,0.0005,2,0,8988,882,130,0.8944825962606789,4.865391033485909
10000,0.0005,2,0,8987,883,130,0.8946218720266956,4.865391033485909
10000,0.0005,2,0,8986,884,130,0.8947607802083876,4.865391033485909
10000,0.0005,2,0,8985,885,130,0.8948995919796258,4.865391033485909
10000,0.0005,2,0,8984,886,130,0.8950381921182259,4.865391033485909
10000,0.0005,2,0,8983,887,130,0.8951765047046712,4.865391033485909
10000,0.0005,2,0,8982,888,130,0.8953146835080428,4.865391033485909
10000,0.0005,2,0,8982,887,131,0.8954527287868942,4.865391033485909
10000,0.0005,2,0,8981,888,131,0.8955908694140526,4.865391033485909
10000,0.0005,2,0,8980,889,131,0.8957288765904258,4.865391033485909
10000,0.0005,2,0,8979,890,131,0.8958669028154085,4.8644766146992415
10000,0.0005,2,0,8978,891,131,0.8960047958104443,4.8644766146992415
10000,0.0005,2,0,8977,892,131,0.8961425937985937,4.8644766146992415
10000,0.0005,2,0,8976,893,131,0.8962802589968316,4.8644766146992415
10000,0.0005,2,0,8976,892,132,0.8964178673634203,4.8644766146992415
10000,0.0005,2,0,8976,891,133,0.8965556463659003,4.8644766146992415
10000,0.0005,2,0,8975,892,133,0.8966935583780367,4.8644766146992415
10000,0.0005,2,0,8974,893,133,0.8968314513730725,4.8644766146992415
10000,0.0005,2,0,8973,894,133,0.8969692873482621,4.8644766146992415
10000,0.0005,2,0,8972,895,133,0.8971069525465,4.8644766146992415
10000,0.0005,2,0,8971,896,133,0.8972444095911735,4.864021399910672
10000,0.0005,2,0,8970,897,133,0.8973817345019123,4.864021399910672
10000,0.0005,2,0,8969,898,133,0.8975190405571093,4.864021399910672
10000,0.0005,2,0,8969,897,134,0.897656177145151,4.864021399910672
10000,0.0005,2,0,8968,898,134,0.8977934455047941,4.864021399910672
10000,0.0005,2,0,8968,897,135,0.8979305069083029,4.864021399910672
10000,0.0005,2,0,8967,898,135,0.8980676999388969,4.864021399910672
10000,0.0005,2,0,8966,899,135,0.8982045737412512,4.864021399910672
10000,0.0005,2,0,8966,898,136,0.8983414288117315,4.864021399910672
10000,0.0005,2,0,8965,899,136,0.8984785277971991,4.864021399910672
10000,0.0005,2,0,8964,900,136,0.8986154578259543,4.86302286670419
10000,0.0005,2,0,8963,901,136,0.8987521819167391,4.86302286670419
10000,0.0005,2,0,8962,902,136,0.8988887379730002,4.86302286670419
10000,0.0005,2,0,8961,903,136,0.899025163621022,4.86302286670419
10000,0.0005,2,0,8960,904,136,0.8991615334560146,4.86302286670419
10000,0.0005,2,0,8959,905,136,0.8992978475236264,4.86302286670419
10000,0.0005,2,0,8958,906,136,0.8994339945624283,4.86302286670419
10000,0.0005,2,0,8957,907,136,0.8995701230677373,4.86302286670419
10000,0.0005,2,0,8956,908,136,0.899706121979746,4.86302286670419
10000,0.0005,2,0,8955,909,136,0.8998419177429182,4.86302286670419
10000,0.0005,2,0,8954,910,136,0.8999775845452517,4.861418202121261
10000,0.0005,2,0,8953,911,136,0.9001130859002652,4.861418202121261
10000,0.0005,2,0,8952,912,136,0.9002484588527493,4.861418202121261
10000,0.0005,2,0,8951,913,136,0.9003837402380307,4.861418202121261
10000,0.0005,2,0,8950,914,136,0.900518930179899,4.861418202121261
10000,0.0005,2,0,8949,915,136,0.900653919380763,4.861418202121261
10000,0.0005,2,0,8948,916,136,0.9007886721095058,4.861418202121261
10000,0.0005,2,0,8947,917,136,0.9009232978499473,4.861418202121261
10000,0.0005,2,0,8946,918,136,0.9010577606709773,4.861418202121261
10000,0.0005,2,0,8945,919,136,0.901192060966438,4.861418202121261
10000,0.0005,2,0,8944,920,136,0.9013261991287452,4.859809949692645
10000,0.0005,2,0,8943,921,136,0.9014601037886274,4.859809949692645
10000,0.0005,2,0,8942,922,136,0.9015937757576155,4.859809949692645
10000,0.0005,2,0,8941,923,136,0.9017273584452992,4.859809949692645
10000,0.0005,2,0,8941,922,137,0.9018607451333077,4.859809949692645
10000,0.0005,2,0,8940,923,137,0.9019942921418548,4.859809949692645
10000,0.0005,2,0,8940,922,138,0.9021277856674188,4.859809949692645
10000,0.0005,2,0,8939,923,138,0.9022615112624977,4.859809949692645
10000,0.0005,2,0,8938,924,138,0.9023951832314857,4.859809949692645
10000,0.0005,2,0,8937,925,138,0.9025287302400328,4.859809949692645
10000,0.0005,2,0,8936,926,138,0.9026622237655968,4.859124986013333
10000,0.0005,2,0,8935,927,138,0.9027956638509984,4.859124986013333
10000,0.0005,2,0,8934,928,138,0.902929050539007,4.859124986013333
10000,0.0005,2,0,8933,929,138,0.9030623483262636,4.859124986013333
10000,0.0005,2,0,8932,930,138,0.9031955218513669,4.859124986013333
10000,0.0005,2,0,8931,931,138,0.9033285359508614,4.859124986013333
10000,0.0005,2,0,8930,932,138,0.9034613910059962,4.859124986013333
10000,0.0005,2,0,8929,933,138,0.9035941226226673,4.859124986013333
10000,0.0005,2,0,8928,934,138,0.9037267662093499,4.859124986013333
10000,0.0005,2,0,8927,935,138,0.9038593570340648,4.859124986013333
10000,0.0005,2,0,8926,936,138,0.9039918600153819,4.859303237369429
10000,0.0005,2,0,8925,937,138,0.9041242051715492,4.859303237369429
10000,0.0005,2,0,8924,938,138,0.9042564278345137,4.859303237369429
10000,0.0005,2,0,8923,939,138,0.9043884933390038,4.859303237369429
10000,0.0005,2,0,8922,940,138,0.9045204020581702,4.859303237369429
10000,0.0005,2,0,8921,941,138,0.9046521543638355,4.859303237369429
10000,0.0005,2,0,8920,942,138,0.9047839587661025,4.859303237369429
10000,0.0005,2,0,8919,943,138,0.9049156416736611,4.859303237369429
10000,0.0005,2,0,8918,944,138,0.9050471687024655,4.859303237369429
10000,0.0005,2,0,8917,945,138,0.9051785402211202,4.859303237369429
10000,0.0005,2,0,8916,946,138,0.9053096877621039,4.858023999102628
10000,0.0005,2,0,8915,947,138,0.9054406120878435,4.858023999102628
10000,0.0005,2,0,8914,948,138,0.9055714850102359,4.858023999102628
10000,0.0005,2,0,8913,949,138,0.9057022723500214,4.858023999102628
10000,0.0005,2,0,8912,950,138,0.9058329742190582,4.858023999102628
10000,0.0005,2,0,8911,951,138,0.905963590728985,4.858023999102628
10000,0.0005,2,0,8910,952,138,0.9060941219912223,4.858023999102628
10000,0.0005,2,0,8909,953,138,0.9062246702940944,4.858023999102628
10000,0.0005,2,0,8908,954,138,0.906355031394342,4.858023999102628
10000,0.0005,2,0,8907,955,138,0.9064852397276754,4.858023999102628
10000,0.0005,2,0,8906,956,138,0.9066152956517227,4.857527787134041
10000,0.0005,2,0,8905,957,138,0.9067452332816603,4.857527787134041
10000,0.0005,2,0,8904,958,138,0.9068751202799719,4.857527787134041
10000,0.0005,2,0,8904,957,139,0.9070049566861001,4.857527787134041
10000,0.0005,2,0,8903,958,139,0.9071349787898578,4.857527787134041
10000,0.0005,2,0,8903,957,140,0.9072648826609931,4.857527787134041
10000,0.0005,2,0,8903,956,141,0.9073949385850405,4.857527787134041
10000,0.0005,2,0,8902,957,141,0.9075250791368364,4.857527787134041
10000,0.0005,2,0,8901,958,141,0.9076552366274,4.857527787134041
10000,0.0005,2,0,8900,959,141,0.9077853771791959,4.857527787134041
10000,0.0005,2,0,8899,960,141,0.9079154669411317,4.857528089887587
10000,0.0005,2,0,8898,961,141,0.9080454383474222,4.857528089887587
10000,0.0005,2,0,8897,962,141,0.9081753253457338,4.857528089887587
10000,0.0005,2,0,8896,963,141,0.9083051954756038,4.857528089887587
10000,0.0005,2,0,8895,964,141,0.9084348467137732,4.857528089887587
10000,0.0005,2,0,8894,965,141,0.9085644139591735,4.857528089887587
10000,0.0005,2,0,8893,966,141,0.9086938302915146,4.857528089887587
10000,0.0005,2,0,8892,967,141,0.9088231963975948,4.857528089887587
10000,0.0005,2,0,8891,968,141,0.9089523119560196,4.857528089887587
10000,0.0005,2,0,8890,969,141,0.9090813775213268,4.857528089887587
10000,0.0005,2,0,8889,970,141,0.9092102601092892,4.85646794150722
10000,0.0005,2,0,8888,971,141,0.9093389933739647,4.85646794150722
10000,0.0005,2,0,8887,972,141,0.9094675446016289,4.85646794150722
10000,0.0005,2,0,8886,973,141,0.9095960132552774,4.85646794150722
10000,0.0005,2,0,8886,972,142,0.9097243335427149,4.85646794150722
10000,0.0005,2,0,8886,971,143,0.9098527691964523,4.85646794150722
10000,0.0005,2,0,8885,972,143,0.9099813204241165,4.85646794150722
10000,0.0005,2,0,8884,973,143,0.9101098881793235,4.85646794150722
10000,0.0005,2,0,8883,974,143,0.9102383073394622,4.85646794150722
10000,0.0005,2,0,8882,975,143,0.9103666111629162,4.85646794150722
10000,0.0005,2,0,8881,976,143,0.9104946685326178,4.85566313893254
10000,0.0005,2,0,8880,977,143,0.9106226112142964,4.85566313893254
10000,0.0005,2,0,8879,978,143,0.9107503088263511,4.85566313893254
10000,0.0005,2,0,8878,979,143,0.9108780227471684,4.85566313893254
10000,0.0005,2,0,8877,980,143,0.9110056551658028,4.85566313893254
10000,0.0005,2,0,8876,981,143,0.9111330112534237,4.85566313893254
10000,0.0005,2,0,8875,982,143,0.9112602215320142,4.85566313893254
10000,0.0005,2,0,8874,983,143,0.9113872863350638,4.85566313893254
10000,0.0005,2,0,8873,984,143,0.9115142704620479,4.85566313893254
10000,0.0005,2,0,8872,985,143,0.9116412384661109,4.85566313893254
10000,0.0005,2,0,8871,986,143,0.9117680615479118,4.854373309287675
10000,0.0005,2,0,8870,987,143,0.9118948042602059,4.854373309287675
10000,0.0005,2,0,8869,988,143,0.912021466704791,4.854373309287675
10000,0.0005,2,0,8868,989,143,0.9121479849234145,4.854373309287675
10000,0.0005,2,0,8867,990,143,0.9122743911931656,4.854373309287675
10000,0.0005,2,0,8866,991,143,0.9124005900826153,4.854373309287675
10000,0.0005,2,0,8865,992,143,0.912526773047915,4.854373309287675
10000,0.0005,2,0,8864,993,143,0.9126528764527069,4.854373309287675
10000,0.0005,2,0,8863,994,143,0.9127789321693336,4.854373309287675
10000,0.0005,2,0,8862,995,143,0.9129049084857861,4.854373309287675
10000,0.0005,2,0,8861,996,143,0.9130308055020268,4.853306251410668
10000,0.0005,2,0,8861,995,144,0.9131566233178294,4.853306251410668
10000,0.0005,2,0,8860,996,144,0.9132826790344561,4.853306251410668
10000,0.0005,2,0,8859,997,144,0.9134086553509086,4.853306251410668
10000,0.0005,2,0,8858,998,144,0.9135345206750118,4.853306251410668
10000,0.0005,2,0,8857,999,144,0.913660370159029,4.853306251410668
10000,0.0005,2,0,8856,1000,144,0.913786140502382,4.853306251410668
10000,0.0005,2,0,8855,1001,144,0.9139118002158779,4.853306251410668
10000,0.0005,2,0,8854,1002,144,0.9140374125761341,4.853306251410668
10000,0.0005,2,0,8853,1003,144,0.9141629776188263,4.853306251410668
10000,0.0005,2,0,8852,1004,144,0.9142884323923803,4.8531571218797565
10000,0.0005,2,0,8851,1005,144,0.914413651525864,4.8531571218797565
10000,0.0005,2,0,8850,1006,144,0.9145386984184487,4.8531571218797565
10000,0.0005,2,0,8849,1007,144,0.9146637609497144,4.8531571218797565
10000,0.0005,2,0,8848,1008,144,0.9147887765766677,4.8531571218797565
10000,0.0005,2,0,8847,1009,144,0.9149136205217363,4.8531571218797565
10000,0.0005,2,0,8846,1010,144,0.9150383243501439,4.8531571218797565
10000,0.0005,2,0,8845,1011,144,0.9151629194161792,4.8531571218797565
10000,0.0005,2,0,8844,1012,144,0.9152873439526978,4.8531571218797565
10000,0.0005,2,0,8843,1013,144,0.915411691130017,4.8531571218797565
10000,0.0005,2,0,8842,1014,144,0.9155359610442707,4.851747144633971
10000,0.0005,2,0,8841,1015,144,0.9156601537914143,4.851747144633971
10000,0.0005,2,0,8840,1016,144,0.9157842386654681,4.851747144633971
10000,0.0005,2,0,8839,1017,144,0.9159081851205995,4.851747144633971
10000,0.0005,2,0,8838,1018,144,0.9160320855046906,4.851747144633971
10000,0.0005,2,0,8837,1019,144,0.9161558785227644,4.851747144633971
10000,0.0005,2,0,8836,1020,144,0.9162795949646795,4.851747144633971
10000,0.0005,2,0,8835,1021,144,0.9164032043589935,4.851747144633971
10000,0.0005,2,0,8835,1020,145,0.9165267984759136,4.851747144633971
10000,0.0005,2,0,8834,1021,145,0.9166505302254805,4.851747144633971
10000,0.0005,2,0,8833,1022,145,0.916774216063452,4.8506905139233485
10000,0.0005,2,0,8832,1023,145,0.916897825457766,4.8506905139233485
10000,0.0005,2,0,8831,1024,145,0.9170213279895679,4.8506905139233485
10000,0.0005,2,0,8830,1025,145,0.9171446933979074,4.8506905139233485
10000,0.0005,2,0,8829,1026,145,0.9172679827580356,4.8506905139233485
10000,0.0005,2,0,8828,1027,145,0.9173911658080479,4.8506905139233485
10000,0.0005,2,0,8827,1028,145,0.9175141519106184,4.8506905139233485
10000,0.0005,2,0,8826,1029,145,0.9176369416945084,4.8506905139233485
10000,0.0005,2,0,8825,1030,145,0.9177594756976942,4.8506905139233485
10000,0.0005,2,0,8824,1031,145,0.9178818447627946,4.8506905139233485
10000,0.0005,2,0,8823,1032,145,0.9180041689218159,4.84859474161386
10000,0.0005,2,0,8822,1033,145,0.918126418310569,4.84859474161386
10000,0.0005,2,0,8821,1034,145,0.9182486527562358,4.84859474161386
10000,0.0005,2,0,8820,1035,145,0.9183709021449888,4.84859474161386
10000,0.0005,2,0,8820,1034,146,0.9184928979971299,4.84859474161386
10000,0.0005,2,0,8820,1033,147,0.9186150577821286,4.84859474161386
10000,0.0005,2,0,8819,1034,147,0.9187372623525796,4.84859474161386
10000,0.0005,2,0,8818,1035,147,0.9188592730895244,4.84859474161386
10000,0.0005,2,0,8817,1036,147,0.9189812094387502,4.84859474161386
10000,0.0005,2,0,8816,1037,147,0.9191030714909071,4.84859474161386
10000,0.0005,2,0,8815,1038,147,0.919224740793742,4.846869328493614
10000,0.0005,2,0,8814,1039,147,0.9193463361244812,4.846869328493614
10000,0.0005,2,0,8813,1040,147,0.919467857573017,4.846869328493614
10000,0.0005,2,0,8812,1041,147,0.9195892462595914,4.846869328493614
10000,0.0005,2,0,8811,1042,147,0.9197103849634073,4.846869328493614
10000,0.0005,2,0,8810,1043,147,0.9198313917397868,4.846869328493614
10000,0.0005,2,0,8809,1044,147,0.919952383875298,4.846869328493614
10000,0.0005,2,0,8808,1045,147,0.920073215194776,4.846869328493614
10000,0.0005,2,0,8807,1046,147,0.9201939443991706,4.846869328493614
10000,0.0005,2,0,8806,1047,147,0.9203145425660785,4.846869328493614
10000,0.0005,2,0,8806,1046,148,0.9204350390114333,4.844310697252153
10000,0.0005,2,0,8805,1047,148,0.9205555499779312,4.844310697252153
10000,0.0005,2,0,8804,1048,148,0.9206759014040956,4.844310697252153
10000,0.0005,2,0,8803,1049,148,0.920796209392546,4.844310697252153
10000,0.0005,2,0,8802,1050,148,0.92091653185675,4.844310697252153
10000,0.0005,2,0,8801,1051,148,0.921036753063771,4.844310697252153
10000,0.0005,2,0,8800,1052,148,0.9211569309270086,4.844310697252153
10000,0.0005,2,0,8799,1053,148,0.9212771232347009,4.844310697252153
10000,0.0005,2,0,8799,1052,149,0.9213972145040656,4.844310697252153
10000,0.0005,2,0,8798,1053,149,0.9215173490547625,4.844310697252153
10000,0.0005,2,0,8797,1054,149,0.9216374691748825,4.844737440327354
10000,0.0005,2,0,8796,1055,149,0.9217574595756505,4.844737440327354
10000,0.0005,2,0,8795,1056,149,0.9218772918105217,4.844737440327354
10000,0.0005,2,0,8794,1057,149,0.9219970522895636,4.844737440327354
10000,0.0005,2,0,8793,1058,149,0.9221167410986599,4.844737440327354
10000,0.0005,2,0,8792,1059,149,0.9222362439667288,4.844737440327354
10000,0.0005,2,0,8791,1060,149,0.9223556184444655,4.844737440327354
10000,0.0005,2,0,8790,1061,149,0.9224748363748422,4.844737440327354
10000,0.0005,2,0,8789,1062,149,0.9225940116817186,4.844737440327354
10000,0.0005,2,0,8788,1063,149,0.9227131727875337,4.844737440327354
10000,0.0005,2,0,8788,1062,150,0.9228322345806044,4.843081474738252
10000,0.0005,2,0,8787,1063,150,0.9229513389160022,4.843081474738252
10000,0.0005,2,0,8786,1064,150,0.9230702874113038,4.843081474738252
10000,0.0005,2,0,8785,1065,150,0.923189080473789,4.843081474738252
10000,0.0005,2,0,8785,1064,151,0.9233077185091432,4.843081474738252
10000,0.0005,2,0,8784,1065,151,0.9234264833547489,4.843081474738252
10000,0.0005,2,0,8783,1066,151,0.9235450932468139,4.843081474738252
10000,0.0005,2,0,8782,1067,151,0.9236636890722408,4.843081474738252
10000,0.0005,2,0,8781,1068,151,0.9237822708343658,4.843081474738252
10000,0.0005,2,0,8780,1069,151,0.9239007823299809,4.843081474738252
10000,0.0005,2,0,8779,1070,151,0.9240191115217925,4.841343963553433
10000,0.0005,2,0,8778,1071,151,0.9241374267134631,4.841343963553433
10000,0.0005,2,0,8777,1072,151,0.9242556439968299,4.841343963553433
10000,0.0005,2,0,8776,1073,151,0.9243738193690824,4.841343963553433
10000,0.0005,2,0,8775,1074,151,0.9244918134693774,4.841343963553433
10000,0.0005,2,0,8774,1075,151,0.924609654619507,4.841343963553433
10000,0.0005,2,0,8773,1076,151,0.9247272878391282,4.841343963553433
10000,0.0005,2,0,8773,1075,152,0.9248447966522891,4.841343963553433
10000,0.0005,2,0,8772,1076,152,0.9249623469050222,4.841343963553433
10000,0.0005,2,0,8771,1077,152,0.9250797453553626,4.841343963553433
10000,0.0005,2,0,8770,1078,152,0.9251970749341495,4.840269068521314
10000,0.0005,2,0,8769,1079,152,0.925314335722142,4.840269068521314
10000,0.0005,2,0,8768,1080,152,0.9254315827616542,4.840269068521314
10000,0.0005,2,0,8768,1079,153,0.9255487885750625,4.840269068521314
10000,0.0005,2,0,8767,1080,153,0.9256661181538494,4.840269068521314
10000,0.0005,2,0,8766,1081,153,0.9257833239672577,4.840269068521314
10000,0.0005,2,0,8765,1082,153,0.9259004062761208,4.840269068521314
10000,0.0005,2,0,8764,1083,153,0.9260173653404483,4.840269068521314
10000,0.0005,2,0,8763,1084,153,0.9261342014194295,4.840269068521314
10000,0.0005,2,0,8762,1085,153,0.926250942021811,4.840269068521314
10000,0.0005,2,0,8761,1086,153,0.9263676145221027,4.839762611275958
10000,0.0005,2,0,8760,1087,153,0.9264842189997147,4.839762611275958
10000,0.0005,2,0,8759,1088,153,0.9266008098823076,4.839762611275958
10000,0.0005,2,0,8758,1089,153,0.9267173871730514,4.839762611275958
10000,0.0005,2,0,8757,1090,153,0.9268338422796079,4.839762611275958
10000,0.0005,2,0,8756,1091,153,0.9269501754578303,4.839762611275958
10000,0.0005,2,0,8755,1092,153,0.9270664410083477,4.839762611275958
10000,0.0005,2,0,8754,1093,153,0.9271825850269307,4.839762611275958
10000,0.0005,2,0,8753,1094,153,0.9272985808510811,4.839762611275958
10000,0.0005,2,0,8752,1095,153,0.9274144557062375,4.839762611275958
10000,0.0005,2,0,8751,1096,153,0.9275301830526095,4.839122486288892
10000,0.0005,2,0,8750,1097,153,0.9276458167251349,4.839122486288892
10000,0.0005,2,0,8749,1098,153,0.927761463770353,4.839122486288892
10000,0.0005,2,0,8749,1097,154,0.9278770439830205,4.839122486288892
10000,0.0005,2,0,8748,1098,154,0.9279928785712286,4.839122486288892
10000,0.0005,2,0,8747,1099,154,0.9281085657530889,4.839122486288892
10000,0.0005,2,0,8746,1100,154,0.9282242127983069,4.839122486288892
10000,0.0005,2,0,8745,1101,154,0.928339766299578,4.839122486288892
10000,0.0005,2,0,8744,1102,154,0.9284551997521926,4.839122486288892
10000,0.0005,2,0,8743,1103,154,0.9285705666188285,4.839122486288892
10000,0.0005,2,0,8742,1104,154,0.9286858403940447,4.83861374814186
10000,0.0005,2,0,8741,1105,154,0.9288010477673165,4.83861374814186
10000,0.0005,2,0,8740,1106,154,0.9289161888151001,4.83861374814186
10000,0.0005,2,0,8740,1105,155,0.9290312901042345,4.83861374814186
10000,0.0005,2,0,8740,1104,156,0.929146431152018,4.83861374814186
10000,0.0005,2,0,8739,1105,156,0.9292617182168094,4.83861374814186
10000,0.0005,2,0,8738,1106,156,0.9293769654220646,4.83861374814186
10000,0.0005,2,0,8737,1107,156,0.9294921462559739,4.83861374814186
10000,0.0005,2,0,8736,1108,156,0.9296071284337363,4.83861374814186
10000,0.0005,2,0,8735,1109,156,0.9297220181396186,4.83861374814186
10000,0.0005,2,0,8735,1108,157,0.9298368155222383,4.837893531768766
10000,0.0005,2,0,8734,1109,157,0.9299516524537955,4.837893531768766
10000,0.0005,2,0,8733,1110,157,0.9300664234855871,4.837893531768766
10000,0.0005,2,0,8732,1111,157,0.9301810760882012,4.837893531768766
10000,0.0005,2,0,8731,1112,157,0.9302956105057937,4.837893531768766
10000,0.0005,2,0,8730,1113,157,0.9304101318067557,4.837893531768766
10000,0.0005,2,0,8729,1114,157,0.9305245613753562,4.837893531768766
10000,0.0005,2,0,8728,1115,157,0.930638847089642,4.837893531768766
10000,0.0005,2,0,8727,1116,157,0.9307530675351017,4.837893531768766
10000,0.0005,2,0,8726,1117,157,0.9308671706843485,4.837893531768766
10000,0.0005,2,0,8725,1118,157,0.9309811827696296,4.836580334631829
10000,0.0005,2,0,8724,1119,157,0.931095129898162,4.836580334631829
10000,0.0005,2,0,8723,1120,157,0.9312090640442255,4.836580334631829
10000,0.0005,2,0,8722,1121,157,0.9313228814810569,4.836580334631829
10000,0.0005,2,0,8721,1122,157,0.9314365565975739,4.836580334631829
10000,0.0005,2,0,8720,1123,157,0.9315501413317856,4.836580334631829
10000,0.0005,2,0,8719,1124,157,0.931663610071148,4.836580334631829
10000,0.0005,2,0,8719,1123,158,0.9317770659368162,4.836580334631829
10000,0.0005,2,0,8719,1122,159,0.9318906119797365,4.836580334631829
10000,0.0005,2,0,8718,1123,159,0.9320042483433729,4.836580334631829
10000,0.0005,2,0,8717,1124,159,0.9321177943862933,4.835856847900819
10000,0.0005,2,0,8716,1125,159,0.9322312760022715,4.835856847900819
10000,0.0005,2,0,8715,1126,159,0.9323447189971665,4.835856847900819
10000,0.0005,2,0,8714,1127,159,0.9324581233972573,4.835856847900819
10000,0.0005,2,0,8713,1128,159,0.9325714378448494,4.835856847900819
10000,0.0005,2,0,8712,1129,159,0.9326845600167951,4.835856847900819
10000,0.0005,2,0,8711,1130,159,0.932797541600797,4.835856847900819
10000,0.0005,2,0,8711,1129,160,0.9329104593966416,4.835856847900819
10000,0.0005,2,0,8710,1130,160,0.9330235176216275,4.835856847900819
10000,0.0005,2,0,8709,1131,160,0.9331365630658961,4.835856847900819
10000,0.0005,2,0,8708,1132,160,0.9332494936136092,4.835457572626101
10000,0.0005,2,0,8707,1133,160,0.9333623094980857,4.835457572626101
10000,0.0005,2,0,8706,1134,160,0.9334750617813194,4.835457572626101
10000,0.0005,2,0,8705,1135,160,0.9335877759382175,4.835457572626101
10000,0.0005,2,0,8704,1136,160,0.9337003505188772,4.835457572626101
10000,0.0005,2,0,8703,1137,160,0.9338128364581348,4.835457572626101
10000,0.0005,2,0,8703,1136,161,0.9339253097457291,4.835457572626101
10000,0.0005,2,0,8702,1137,161,0.9340378970008518,4.835457572626101
10000,0.0005,2,0,8701,1138,161,0.9341504462411444,4.835457572626101
10000,0.0005,2,0,8700,1139,161,0.9342629574922695,4.835457572626101
10000,0.0005,2,0,8699,1140,161,0.9343753802016568,4.834942528735651
10000,0.0005,2,0,8698,1141,161,0.9344877145085541,4.834942528735651
10000,0.0005,2,0,8697,1142,161,0.9346000109712155,4.834942528735651
10000,0.0005,2,0,8696,1143,161,0.9347122444167822,4.834942528735651
10000,0.0005,2,0,8695,1144,161,0.9348244400860294,4.834942528735651
10000,0.0005,2,0,8694,1145,161,0.9349365980043784,4.834942528735651
10000,0.0005,2,0,8693,1146,161,0.9350486930609865,4.834942528735651
10000,0.0005,2,0,8692,1147,161,0.9351606500694952,4.834942528735651
10000,0.0005,2,0,8691,1148,161,0.9352725194061101,4.834942528735651
10000,0.0005,2,0,8690,1149,161,0.9353844012588736,4.834942528735651
10000,0.0005,2,0,8689,1150,161,0.935496095662984,4.834522439585752
10000,0.0005,2,0,8688,1151,161,0.9356076281189286,4.834522439585752
10000,0.0005,2,0,8687,1152,161,0.935718999095652,4.834522439585752
10000,0.0005,2,0,8686,1153,161,0.9358302833155496,4.834522439585752
10000,0.0005,2,0,8686,1152,162,0.9359415056489941,4.834522439585752
10000,0.0005,2,0,8685,1153,162,0.9360528394276626,4.834522439585752
10000,0.0005,2,0,8684,1154,162,0.9361640123014814,4.834522439585752
10000,0.0005,2,0,8684,1153,163,0.9362751728172661,4.834522439585752
10000,0.0005,2,0,8683,1154,163,0.9363864446543642,4.834522439585752
10000,0.0005,2,0,8682,1155,163,0.936497654618777,4.834522439585752
10000,0.0005,2,0,8681,1156,163,0.936608778076939,4.832757429163967
10000,0.0005,2,0,8680,1157,163,0.9367198398272721,4.832757429163967
10000,0.0005,2,0,8680,1156,164,0.9368308153016923,4.832757429163967
10000,0.0005,2,0,8679,1157,164,0.9369418277350848,4.832757429163967
10000,0.0005,2,0,8678,1158,164,0.937052803209505,4.832757429163967
10000,0.0005,2,0,8678,1157,165,0.9371636679545161,4.832757429163967
10000,0.0005,2,0,8677,1158,165,0.9372746680655162,4.832757429163967
10000,0.0005,2,0,8677,1157,166,0.937385631225747,4.832757429163967
10000,0.0005,2,0,8676,1158,166,0.9374967053121627,4.832757429163967
10000,0.0005,2,0,8675,1159,166,0.9376076931035057,4.832757429163967
10000,0.0005,2,0,8674,1160,166,0.9377186932145057,4.831930835734392
10000,0.0005,2,0,8674,1159,167,0.9378295825469519,4.831930835734392
10000,0.0005,2,0,8673,1160,167,0.937940582657952,4.831930835734392
10000,0.0005,2,0,8672,1161,167,0.9380515950913445,4.831930835734392
10000,0.0005,2,0,8671,1162,167,0.9381625952023446,4.831930835734392
10000,0.0005,2,0,8670,1163,167,0.9382735337423934,4.831930835734392
10000,0.0005,2,0,8670,1162,168,0.9383843125171801,4.831930835734392
10000,0.0005,2,0,8669,1163,168,0.9384951035652634,4.831930835734392
10000,0.0005,2,0,8668,1164,168,0.9386057352723107,4.831930835734392
10000,0.0005,2,0,8667,1165,168,0.9387162569345565,4.831930835734392
10000,0.0005,2,0,8666,1166,168,0.9388267175553452,4.831083419868349
10000,0.0005,2,0,8665,1167,168,0.9389370928312833,4.831083419868349
10000,0.0005,2,0,8665,1166,169,0.9390474072273121,4.831083419868349
10000,0.0005,2,0,8664,1167,169,0.9391577825032502,4.831083419868349
