n,p,lambda,rho,s,i,r,t,mu,newmu
100000,5e-05,2,3,99780,181,39,1.0382999909114847,5.003938625592974,6.01010101010101
100000,5e-05,2,3,99780,181,39,1.0387071570352633,5.003938625592974,6.01010101010101
100000,5e-05,2,3,99780,180,40,1.0391151537712895,5.003938625592974,6.01010101010101
100000,5e-05,2,3,99779,181,40,1.0395300915306256,5.003938625592974,6.01010101010101
100000,5e-05,2,3,99779,181,40,1.0399431439882878,5.003938625592974,6.01010101010101
100000,5e-05,2,3,99779,181,40,1.040357051273056,5.003938625592974,6.01010101010101
100000,5e-05,2,3,99779,181,40,1.0407718169304596,5.003938625592974,6.01010101010101
100000,5e-05,2,3,99779,181,40,1.0411874445281322,5.003938625592974,6.01010101010101
100000,5e-05,2,3,99779,180,41,1.0416039376559956,5.003978793129175,6.01010101010101
100000,5e-05,2,3,99778,181,41,1.0420214741904423,5.003978793129175,6.01010101010101
100000,5e-05,2,3,99778,181,41,1.042431983221641,5.003978793129175,6.01010101010101
100000,5e-05,2,3,99778,181,41,1.042843336574171,5.003978793129175,6.01010101010101
100000,5e-05,2,3,99778,181,41,1.0432555377283341,5.003978793129175,6.01010101010101
100000,5e-05,2,3,99778,180,42,1.0436685901859963,5.003978793129175,6.01010101010101
100000,5e-05,2,3,99778,180,42,1.0440826688609446,5.003978793129175,6.01010101010101
100000,5e-05,2,3,99778,179,43,1.0444976066202807,5.003978793129175,6.01010101010101
100000,5e-05,2,3,99777,180,43,1.0449153175643073,5.003978793129175,6.01010101010101
100000,5e-05,2,3,99776,181,43,1.0453311179801077,5.003978793129175,6.01010101010101
100000,5e-05,2,3,99775,182,43,1.04574417043777,5.003978912767087,6.01010101010101
100000,5e-05,2,3,99775,182,43,1.0461511708447704,5.003978912767087,6.01010101010101
100000,5e-05,2,3,99774,183,43,1.0465590011873478,5.003978912767087,6.01010101010101
100000,5e-05,2,3,99773,184,43,1.0469658360124088,5.003978912767087,6.01010101010101
100000,5e-05,2,3,99772,185,43,1.047370039731083,5.003978912767087,6.01010101010101
100000,5e-05,2,3,99772,184,44,1.047768446105585,5.003978912767087,6.01010101010101
100000,5e-05,2,3,99771,185,44,1.0481678071279492,5.003978912767087,6.01010101010101
100000,5e-05,2,3,99771,185,44,1.0485654214420645,5.003978912767087,6.01010101010101
100000,5e-05,2,3,99771,185,44,1.0489638278165665,5.003978912767087,6.01010101010101
100000,5e-05,2,3,99770,186,44,1.049363029413373,5.003978912767087,6.01010101010101
100000,5e-05,2,3,99770,186,44,1.0497581301640644,5.003939059837524,6.01010101010101
100000,5e-05,2,3,99769,187,44,1.05015401298275,5.003939059837524,6.01010101010101
100000,5e-05,2,3,99769,187,44,1.0505481793209448,5.003939059837524,6.01010101010101
100000,5e-05,2,3,99769,187,44,1.0509431240286857,5.003939059837524,6.01010101010101
100000,5e-05,2,3,99769,186,45,1.0513388501861847,5.003939059837524,6.01010101010101
100000,5e-05,2,3,99769,186,45,1.051735518175078,5.003939059837524,6.01010101010101
100000,5e-05,2,3,99768,187,45,1.0521329744548873,5.003939059837524,6.01010101010101
100000,5e-05,2,3,99767,188,45,1.0525279191626282,5.003939059837524,6.01010101010101
100000,5e-05,2,3,99767,187,46,1.052921930194937,5.003939059837524,6.01010101010101
100000,5e-05,2,3,99766,188,46,1.053316874902678,5.003939059837524,6.01010101010101
100000,5e-05,2,3,99765,189,46,1.0537101112377154,5.004019405405533,6.01010101010101
100000,5e-05,2,3,99764,190,46,1.054100888885234,5.004019405405533,6.01010101010101
100000,5e-05,2,3,99764,190,46,1.0544899939435997,5.004019405405533,6.01010101010101
100000,5e-05,2,3,99763,191,46,1.054879857491358,5.004019405405533,6.01010101010101
100000,5e-05,2,3,99763,191,46,1.055266555093833,5.004019405405533,6.01010101010101
100000,5e-05,2,3,99763,191,46,1.055654001819908,5.004019405405533,6.01010101010101
100000,5e-05,2,3,99763,191,46,1.0560422005776722,5.004019405405533,6.01010101010101
100000,5e-05,2,3,99762,192,46,1.05643115429218,5.004019405405533,6.01010101010101
100000,5e-05,2,3,99762,192,46,1.0568184509614287,5.004019405405533,6.01010101010101
100000,5e-05,2,3,99761,193,46,1.0572064990793952,5.004019405405533,6.01010101010101
100000,5e-05,2,3,99761,193,46,1.0575928978429192,5.004089774559732,6.01010101010101
100000,5e-05,2,3,99760,194,46,1.0579800445715293,5.004089774559732,6.01010101010101
100000,5e-05,2,3,99760,194,46,1.0583662940887173,5.004089774559732,6.01010101010101
100000,5e-05,2,3,99760,194,46,1.058753290992742,5.004089774559732,6.01010101010101
100000,5e-05,2,3,99759,195,46,1.059141038181575,5.004089774559732,6.01010101010101
100000,5e-05,2,3,99759,195,46,1.0595256535661903,5.004089774559732,6.01010101010101
100000,5e-05,2,3,99759,195,46,1.059911010020911,5.004089774559732,6.01010101010101
100000,5e-05,2,3,99759,195,46,1.0602971104070114,5.004089774559732,6.01010101010101
100000,5e-05,2,3,99758,196,46,1.0606839576023692,5.004089774559732,6.01010101010101
100000,5e-05,2,3,99758,196,46,1.061066952623434,5.004089774559732,6.01010101010101
100000,5e-05,2,3,99758,196,46,1.0614506824776166,5.004150043105839,6.01010101010101
100000,5e-05,2,3,99758,196,46,1.0618351499901117,5.004150043105839,6.01010101010101
100000,5e-05,2,3,99758,196,46,1.0622203580024383,5.004150043105839,6.01010101010101
100000,5e-05,2,3,99758,196,46,1.0626063093725657,5.004150043105839,6.01010101010101
100000,5e-05,2,3,99758,195,47,1.0629930069750406,5.004150043105839,6.01010101010101
100000,5e-05,2,3,99757,196,47,1.0633859342834886,5.004150043105839,6.01010101010101
100000,5e-05,2,3,99757,196,47,1.0637756458968948,5.004150043105839,6.01010101010101
100000,5e-05,2,3,99757,196,47,1.0641661183685855,5.004150043105839,6.01010101010101
100000,5e-05,2,3,99757,196,47,1.0645573546753149,5.004150043105839,6.01010101010101
100000,5e-05,2,3,99757,196,47,1.06494935781134,5.004150043105839,6.01010101010101
100000,5e-05,2,3,99756,197,47,1.065342130788559,5.004220255215778,6.01010101010101
100000,5e-05,2,3,99756,197,47,1.0657324508510102,5.004220255215778,6.01010101010101
100000,5e-05,2,3,99756,197,47,1.0661235341517532,5.004220255215778,6.01010101010101
100000,5e-05,2,3,99756,197,47,1.0665153836815338,5.004220255215778,6.01010101010101
100000,5e-05,2,3,99756,196,48,1.0669080024487108,5.004220255215778,6.01010101010101
100000,5e-05,2,3,99756,196,48,1.06730545872852,5.004220255215778,6.01010101010101
100000,5e-05,2,3,99756,196,48,1.0677037064385957,5.004220255215778,6.01010101010101
100000,5e-05,2,3,99756,196,48,1.0681027487370793,5.004220255215778,6.01010101010101
100000,5e-05,2,3,99756,196,48,1.0685025888010538,5.004220255215778,6.01010101010101
100000,5e-05,2,3,99756,195,49,1.0689032298266947,5.004220255215778,6.01010101010101
100000,5e-05,2,3,99756,195,49,1.0693048362523976,5.004290468739875,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.069707250739319,5.004290468739875,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.0701114544579933,5.004290468739875,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.0705164767342186,5.004290468739875,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.0709223208900627,5.004290468739875,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.0713289902678584,5.004290468739875,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.0717364882303686,5.004290468739875,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.0721448181609525,5.004290468739875,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.0725539834637348,5.004290468739875,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.0729639875637758,5.004290468739875,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.0733748339072433,5.004380688877009,6.01010101010101
100000,5e-05,2,3,99756,194,50,1.0737865259615866,5.004380688877009,6.01010101010101
100000,5e-05,2,3,99755,195,50,1.074199067215712,5.004380688877009,6.01010101010101
100000,5e-05,2,3,99755,194,51,1.0746089032812858,5.004380688877009,6.01010101010101
100000,5e-05,2,3,99755,193,52,1.0750197496247533,5.004380688877009,6.01010101010101
100000,5e-05,2,3,99754,194,52,1.0754316112392508,5.004380688877009,6.01010101010101
100000,5e-05,2,3,99754,194,52,1.0758399411698347,5.004380688877009,6.01010101010101
100000,5e-05,2,3,99753,195,52,1.076249106472617,5.004380688877009,6.01010101010101
100000,5e-05,2,3,99753,195,52,1.0766556105376577,5.004380688877009,6.01010101010101
100000,5e-05,2,3,99752,196,52,1.0770629425132177,5.004380688877009,6.01010101010101
100000,5e-05,2,3,99752,196,52,1.0774668197345423,5.004400914262781,6.01010101010101
100000,5e-05,2,3,99751,197,52,1.0778715141902282,5.004400914262781,6.01010101010101
100000,5e-05,2,3,99751,197,52,1.0782736050627655,5.004400914262781,6.01010101010101
100000,5e-05,2,3,99751,197,52,1.0786765059491474,5.004400914262781,6.01010101010101
100000,5e-05,2,3,99751,196,53,1.0790802201195149,5.004400914262781,6.01010101010101
100000,5e-05,2,3,99751,196,53,1.0794840973408395,5.004400914262781,6.01010101010101
100000,5e-05,2,3,99751,196,53,1.0798887917965254,5.004400914262781,6.01010101010101
100000,5e-05,2,3,99750,197,53,1.0802943068005806,5.004400914262781,6.01010101010101
100000,5e-05,2,3,99749,198,53,1.0806963976731179,5.004400914262781,6.01010101010101
100000,5e-05,2,3,99749,198,53,1.0810959182484274,5.004400914262781,6.01010101010101
100000,5e-05,2,3,99749,198,53,1.0814962385046325,5.004451172443654,6.01010101010101
100000,5e-05,2,3,99748,199,53,1.081897361649438,5.004451172443654,6.01010101010101
100000,5e-05,2,3,99748,199,53,1.0822927748562392,5.004451172443654,6.01010101010101
100000,5e-05,2,3,99748,199,53,1.0826889713697099,5.004451172443654,6.01010101010101
100000,5e-05,2,3,99748,199,53,1.083085954299444,5.004451172443654,6.01010101010101
100000,5e-05,2,3,99747,200,53,1.0834837267735888,5.004451172443654,6.01010101010101
100000,5e-05,2,3,99747,200,53,1.0838789836905849,5.004451172443654,6.01010101010101
100000,5e-05,2,3,99747,200,53,1.0842750232945453,5.004451172443654,6.01010101010101
100000,5e-05,2,3,99747,200,53,1.0846718486913707,5.004451172443654,6.01010101010101
100000,5e-05,2,3,99746,201,53,1.085069463005486,5.004451172443654,6.01010101010101
100000,5e-05,2,3,99745,202,53,1.0854614661415112,5.004441280854643,6.01010101010101
100000,5e-05,2,3,99745,202,53,1.0858517862039623,5.004441280854643,6.01010101010101
100000,5e-05,2,3,99744,203,53,1.0862428695047053,5.004441280854643,6.01010101010101
100000,5e-05,2,3,99744,203,53,1.0866337999190916,5.004441280854643,6.01010101010101
100000,5e-05,2,3,99744,203,53,1.0870254959629615,5.004441280854643,6.01010101010101
100000,5e-05,2,3,99743,204,53,1.0874179606411405,5.004441280854643,6.01010101010101
100000,5e-05,2,3,99743,204,53,1.0878072171611872,5.004441280854643,6.01010101010101
100000,5e-05,2,3,99743,204,53,1.0881972327618112,5.004441280854643,6.01010101010101
100000,5e-05,2,3,99743,204,53,1.0885880104093297,5.004441280854643,6.01010101010101
100000,5e-05,2,3,99743,204,53,1.0889795530874817,5.004441280854643,6.01010101010101
100000,5e-05,2,3,99743,204,53,1.089371863797564,5.004541672096318,6.01010101010101
100000,5e-05,2,3,99743,204,53,1.0897649455585703,5.004541672096318,6.01010101010101
100000,5e-05,2,3,99742,205,53,1.0901588014073296,5.004541672096318,6.01010101010101
100000,5e-05,2,3,99742,205,53,1.0905479064656953,5.004541672096318,6.01010101010101
100000,5e-05,2,3,99742,205,53,1.0909377700134537,5.004541672096318,6.01010101010101
100000,5e-05,2,3,99741,206,53,1.0913283950134538,5.004541672096318,6.01010101010101
100000,5e-05,2,3,99741,206,53,1.0917165937712179,5.004541672096318,6.01010101010101
100000,5e-05,2,3,99741,205,54,1.0921055474857257,5.004541672096318,6.01010101010101
100000,5e-05,2,3,99741,205,54,1.0924969369182111,5.004541672096318,6.01010101010101
100000,5e-05,2,3,99740,206,54,1.0928890937809563,5.004541672096318,6.01010101010101
100000,5e-05,2,3,99740,205,55,1.0932772925387204,5.004551834766843,6.01010101010101
100000,5e-05,2,3,99740,205,55,1.0936679175387205,5.004551834766843,6.01010101010101
100000,5e-05,2,3,99740,205,55,1.094059306971206,5.004551834766843,6.01010101010101
100000,5e-05,2,3,99739,206,55,1.094451463833951,5.004551834766843,6.01010101010101
100000,5e-05,2,3,99739,206,55,1.094840417548459,5.004551834766843,6.01010101010101
100000,5e-05,2,3,99738,207,55,1.0952301291618651,5.004551834766843,6.01010101010101
100000,5e-05,2,3,99738,207,55,1.0956181772798317,5.004551834766843,6.01010101010101
100000,5e-05,2,3,99737,208,55,1.0960069797681675,5.004551834766843,6.01010101010101
100000,5e-05,2,3,99736,209,55,1.0963933785316915,5.004551834766843,6.01010101010101
100000,5e-05,2,3,99736,209,55,1.0967766671480197,5.004551834766843,6.01010101010101
100000,5e-05,2,3,99735,210,55,1.0971606917255927,5.004592123205933,6.01010101010101
100000,5e-05,2,3,99735,210,55,1.0975445688849017,5.004592123205933,6.01010101010101
100000,5e-05,2,3,99735,210,55,1.0979291842695171,5.004592123205933,6.01010101010101
100000,5e-05,2,3,99734,211,55,1.0983145407242378,5.004592123205933,6.01010101010101
100000,5e-05,2,3,99734,211,55,1.0986968037211797,5.004592123205933,6.01010101010101
100000,5e-05,2,3,99734,211,55,1.0990797987422445,5.004592123205933,6.01010101010101
100000,5e-05,2,3,99734,211,55,1.0994635285964272,5.004592123205933,6.01010101010101
100000,5e-05,2,3,99733,212,55,1.0998479961089223,5.004592123205933,6.01010101010101
100000,5e-05,2,3,99733,212,55,1.100231578770986,5.004592123205933,6.01010101010101
100000,5e-05,2,3,99733,212,55,1.1006158985250214,5.004592123205933,6.01010101010101
100000,5e-05,2,3,99733,212,55,1.1010009582092724,5.004702555823222,6.01010101010101
100000,5e-05,2,3,99733,212,55,1.1013867606784082,5.004702555823222,6.01010101010101
100000,5e-05,2,3,99733,212,55,1.1017733088036499,5.004702555823222,6.01010101010101
100000,5e-05,2,3,99733,212,55,1.1021606054728985,5.004702555823222,6.01010101010101
100000,5e-05,2,3,99733,212,55,1.102548653590865,5.004702555823222,6.01010101010101
100000,5e-05,2,3,99733,212,55,1.102937456079201,5.004702555823222,6.01010101010101
100000,5e-05,2,3,99733,212,55,1.1033270158766297,5.004702555823222,6.01010101010101
100000,5e-05,2,3,99732,213,55,1.1037173359390808,5.004702555823222,6.01010101010101
100000,5e-05,2,3,99731,214,55,1.104104482667691,5.004702555823222,6.01010101010101
100000,5e-05,2,3,99731,214,55,1.104484855433001,5.004702555823222,6.01010101010101
100000,5e-05,2,3,99731,214,55,1.1048659529939766,5.004712677101462,6.01010101010101
100000,5e-05,2,3,99730,215,55,1.1052477781180698,5.004712677101462,6.01010101010101
100000,5e-05,2,3,99729,216,55,1.105628006254952,5.004712677101462,6.01010101010101
100000,5e-05,2,3,99728,217,55,1.106005222399803,5.004712677101462,6.01010101010101
100000,5e-05,2,3,99727,218,55,1.1063808798002537,5.004712677101462,6.01010101010101
100000,5e-05,2,3,99726,219,55,1.1067529036097774,5.004712677101462,6.01010101010101
100000,5e-05,2,3,99726,219,55,1.107123411205183,5.004712677101462,6.01010101010101
100000,5e-05,2,3,99725,220,55,1.107494606453884,5.004712677101462,6.01010101010101
100000,5e-05,2,3,99725,220,55,1.1078622535127076,5.004712677101462,6.01010101010101
100000,5e-05,2,3,99725,220,55,1.1082305776379378,5.004712677101462,6.01010101010101
100000,5e-05,2,3,99725,220,55,1.1085995813279748,5.004733015791962,6.01010101010101
100000,5e-05,2,3,99724,221,55,1.1089692670950728,5.004733015791962,6.01010101010101
100000,5e-05,2,3,99723,222,55,1.1093354333345455,5.004733015791962,6.01010101010101
100000,5e-05,2,3,99723,221,56,1.1096988054275687,5.004733015791962,6.01010101010101
100000,5e-05,2,3,99723,221,56,1.1100656432852356,5.004733015791962,6.01010101010101
100000,5e-05,2,3,99723,221,56,1.1104331552293738,5.004733015791962,6.01010101010101
100000,5e-05,2,3,99723,221,56,1.1108013437418922,5.004733015791962,6.01010101010101
100000,5e-05,2,3,99723,221,56,1.1111702113184323,5.004733015791962,6.01010101010101
100000,5e-05,2,3,99722,222,56,1.1115397604684694,5.004733015791962,6.01010101010101
100000,5e-05,2,3,99721,223,56,1.1119064638054696,5.004733015791962,6.01010101010101
100000,5e-05,2,3,99721,223,56,1.1122716939004296,5.004753261598874,6.01010101010101
100000,5e-05,2,3,99721,223,56,1.1126375921807077,5.004753261598874,6.01010101010101
100000,5e-05,2,3,99720,224,56,1.1130041610956638,5.004753261598874,6.01010101010101
100000,5e-05,2,3,99720,224,56,1.1133659555963873,5.004753261598874,6.01010101010101
100000,5e-05,2,3,99720,224,56,1.1137284057594898,5.004753261598874,6.01010101010101
100000,5e-05,2,3,99720,224,56,1.1140915139657352,5.004753261598874,6.01010101010101
100000,5e-05,2,3,99720,224,56,1.1144552826088783,5.004753261598874,6.01010101010101
100000,5e-05,2,3,99719,225,56,1.1148197140957588,5.004753261598874,6.01010101010101
100000,5e-05,2,3,99719,224,57,1.1151794263259747,5.004753261598874,6.01010101010101
100000,5e-05,2,3,99719,224,57,1.1155412208266982,5.004753261598874,6.01010101010101
100000,5e-05,2,3,99718,225,57,1.1159036709898007,5.004743328754458,6.01010101010101
100000,5e-05,2,3,99717,226,57,1.1162633832200166,5.004743328754458,6.01010101010101
100000,5e-05,2,3,99716,227,57,1.1166166152934889,5.004743328754458,6.01010101010101
100000,5e-05,2,3,99715,228,57,1.1169629956190863,5.004743328754458,6.01010101010101
100000,5e-05,2,3,99715,228,57,1.1173068745736943,5.004743328754458,6.01010101010101
100000,5e-05,2,3,99715,228,57,1.117651345810346,5.004743328754458,6.01010101010101
100000,5e-05,2,3,99714,229,57,1.117996411372803,5.004743328754458,6.01010101010101
100000,5e-05,2,3,99714,229,57,1.1183384086368249,5.004743328754458,6.01010101010101
100000,5e-05,2,3,99714,229,57,1.118680991713221,5.004743328754458,6.01010101010101
100000,5e-05,2,3,99714,229,57,1.1190241626123287,5.004743328754458,6.01010101010101
100000,5e-05,2,3,99714,229,57,1.119367923354852,5.004603165046808,6.01010101010101
100000,5e-05,2,3,99714,229,57,1.1197122759719318,5.004603165046808,6.01010101010101
100000,5e-05,2,3,99713,230,57,1.1200572225052192,5.004603165046808,6.01010101010101
100000,5e-05,2,3,99713,230,57,1.120400275678461,5.004603165046808,6.01010101010101
100000,5e-05,2,3,99713,230,57,1.1207439182901449,5.004603165046808,6.01010101010101
100000,5e-05,2,3,99712,231,57,1.1210881523693188,5.004603165046808,6.01010101010101
100000,5e-05,2,3,99711,232,57,1.1214310878974396,5.004603165046808,6.01010101010101
100000,5e-05,2,3,99711,232,57,1.1217709927240882,5.004603165046808,6.01010101010101
100000,5e-05,2,3,99711,231,58,1.122111476210639,5.004603165046808,6.01010101010101
100000,5e-05,2,3,99710,232,58,1.12245207566568,5.004603165046808,6.01010101010101
100000,5e-05,2,3,99710,232,58,1.1227914037959819,5.004653495136993,6.01010101010101
100000,5e-05,2,3,99710,232,58,1.1231313086226304,5.004653495136993,6.01010101010101
100000,5e-05,2,3,99709,233,58,1.1234717921091812,5.004653495136993,6.01010101010101
100000,5e-05,2,3,99709,233,58,1.123809287890484,5.004653495136993,6.01010101010101
100000,5e-05,2,3,99709,233,58,1.124147354151471,5.004653495136993,6.01010101010101
100000,5e-05,2,3,99709,233,58,1.1244859928240074,5.004653495136993,6.01010101010101
100000,5e-05,2,3,99709,233,58,1.1248252058497876,5.004653495136993,6.01010101010101
100000,5e-05,2,3,99709,233,58,1.1251649951804026,5.004653495136993,6.01010101010101
100000,5e-05,2,3,99709,233,58,1.1255053627774074,5.004653495136993,6.01010101010101
100000,5e-05,2,3,99708,234,58,1.1258463106123886,5.004653495136993,6.01010101010101
100000,5e-05,2,3,99708,234,58,1.1261854086117105,5.004713764190999,6.01010101010101
100000,5e-05,2,3,99707,235,58,1.126525082524754,5.004713764190999,6.01010101010101
100000,5e-05,2,3,99707,235,58,1.1268623506529158,5.004713764190999,6.01010101010101
100000,5e-05,2,3,99707,234,59,1.1272001884907537,5.004713764190999,6.01010101010101
100000,5e-05,2,3,99706,235,59,1.127538140501568,5.004713764190999,6.01010101010101
100000,5e-05,2,3,99705,236,59,1.1278737109713668,5.004713764190999,6.01010101010101
100000,5e-05,2,3,99704,237,59,1.1282086071535504,5.004713764190999,6.070707070707071
100000,5e-05,2,3,99704,237,59,1.128541718412711,5.004713764190999,6.070707070707071
100000,5e-05,2,3,99703,238,59,1.1288753854130447,5.004713764190999,6.070707070707071
100000,5e-05,2,3,99702,239,59,1.1292067306748075,5.004713764190999,6.070707070707071
100000,5e-05,2,3,99702,239,59,1.129536328565381,5.004734107641363,6.070707070707071
100000,5e-05,2,3,99701,240,59,1.1298664705264243,5.004734107641363,6.070707070707071
100000,5e-05,2,3,99701,239,60,1.1301943393788834,5.004734107641363,6.070707070707071
100000,5e-05,2,3,99700,240,60,1.1305239372694569,5.004734107641363,6.070707070707071
100000,5e-05,2,3,99699,241,60,1.130852884637878,5.004734107641363,6.070707070707071
100000,5e-05,2,3,99698,242,60,1.1311769287078715,5.004734107641363,6.070707070707071
100000,5e-05,2,3,99698,241,61,1.1314987825862106,5.004734107641363,6.070707070707071
100000,5e-05,2,3,99698,241,61,1.1318217800022312,5.004734107641363,6.070707070707071
100000,5e-05,2,3,99698,241,61,1.132145299898705,5.004734107641363,6.070707070707071
100000,5e-05,2,3,99697,242,61,1.1324688197951787,5.004734107641363,6.070707070707071
100000,5e-05,2,3,99696,243,61,1.1327896410977132,5.004674162715714,6.070707070707071
100000,5e-05,2,3,99696,243,61,1.1331103595069498,5.004674162715714,6.070707070707071
100000,5e-05,2,3,99696,243,61,1.133431593043731,5.004674162715714,6.070707070707071
100000,5e-05,2,3,99695,244,61,1.1337533433654814,5.004674162715714,6.070707070707071
100000,5e-05,2,3,99694,245,61,1.13407499019726,5.004674162715714,6.070707070707071
100000,5e-05,2,3,99694,245,61,1.1343960174845795,5.004674162715714,6.070707070707071
100000,5e-05,2,3,99694,245,61,1.1347175608929396,5.004674162715714,6.070707070707071
100000,5e-05,2,3,99693,246,61,1.135039622084566,5.004674162715714,6.070707070707071
100000,5e-05,2,3,99693,246,61,1.1353610621359964,5.004674162715714,6.070707070707071
100000,5e-05,2,3,99693,246,61,1.1356830196376062,5.004674162715714,6.070707070707071
100000,5e-05,2,3,99693,246,61,1.1360054962580513,5.0048348429686405,6.070707070707071
100000,5e-05,2,3,99693,246,61,1.1363284936740718,5.0048348429686405,6.070707070707071
100000,5e-05,2,3,99692,247,61,1.1366520135705456,5.0048348429686405,6.070707070707071
100000,5e-05,2,3,99692,247,61,1.1369738674488847,5.0048348429686405,6.070707070707071
100000,5e-05,2,3,99692,247,61,1.1372962401116828,5.0048348429686405,6.070707070707071
100000,5e-05,2,3,99692,246,62,1.1376191332340593,5.0048348429686405,6.070707070707071
100000,5e-05,2,3,99692,246,62,1.1379421306500799,5.0048348429686405,6.070707070707071
100000,5e-05,2,3,99691,247,62,1.1382656505465536,5.0048348429686405,6.070707070707071
100000,5e-05,2,3,99691,247,62,1.138584935348597,5.0048348429686405,6.070707070707071
100000,5e-05,2,3,99690,248,62,1.1389047306795852,5.0048348429686405,6.070707070707071
100000,5e-05,2,3,99689,249,62,1.1392239135713822,5.004865081759764,6.070707070707071
100000,5e-05,2,3,99689,249,62,1.1395424863652657,5.004865081759764,6.070707070707071
100000,5e-05,2,3,99689,249,62,1.1398615674118515,5.004865081759764,6.070707070707071
100000,5e-05,2,3,99689,249,62,1.1401811583354693,5.004865081759764,6.070707070707071
100000,5e-05,2,3,99688,250,62,1.1405012607682479,5.004865081759764,6.070707070707071
100000,5e-05,2,3,99688,250,62,1.1408192257920953,5.004865081759764,6.070707070707071
100000,5e-05,2,3,99688,250,62,1.141137697129675,5.004865081759764,6.070707070707071
100000,5e-05,2,3,99687,251,62,1.1414566763960226,5.004865081759764,6.070707070707071
100000,5e-05,2,3,99687,250,63,1.1417730319796986,5.004865081759764,6.070707070707071
100000,5e-05,2,3,99687,250,63,1.1420915033172783,5.004865081759764,6.070707070707071
100000,5e-05,2,3,99687,250,63,1.1424104825836259,5.004915385158271,6.070707070707071
100000,5e-05,2,3,99686,251,63,1.1427299714015173,5.004915385158271,6.070707070707071
100000,5e-05,2,3,99686,251,63,1.1430468281822523,5.004915385158271,6.070707070707071
100000,5e-05,2,3,99685,252,63,1.1433641877506433,5.004915385158271,6.070707070707071
100000,5e-05,2,3,99685,252,63,1.1436794462626232,5.004915385158271,6.070707070707071
100000,5e-05,2,3,99684,253,63,1.143995202498809,5.004915385158271,6.070707070707071
100000,5e-05,2,3,99684,253,63,1.1443074098044599,5.004915385158271,6.070707070707071
100000,5e-05,2,3,99684,253,63,1.1446201052391065,5.004915385158271,6.070707070707071
100000,5e-05,2,3,99684,253,63,1.1449332903314962,5.004915385158271,6.070707070707071
100000,5e-05,2,3,99684,253,63,1.1452469666175689,5.004915385158271,6.070707070707071
100000,5e-05,2,3,99683,254,63,1.145561135640503,5.004915533080929,6.070707070707071
100000,5e-05,2,3,99682,255,63,1.1458722744083936,5.004915533080929,6.070707070707071
100000,5e-05,2,3,99682,254,64,1.1461809163837022,5.004915533080929,6.070707070707071
100000,5e-05,2,3,99682,254,64,1.1464906097872327,5.004915533080929,6.070707070707071
100000,5e-05,2,3,99682,253,65,1.146800783484503,5.004915533080929,6.070707070707071
100000,5e-05,2,3,99681,254,65,1.1471110534193465,5.004915533080929,6.070707070707071
100000,5e-05,2,3,99681,254,65,1.1474197906839343,5.004915533080929,6.070707070707071
100000,5e-05,2,3,99681,254,65,1.1477290052788631,5.004915533080929,6.070707070707071
100000,5e-05,2,3,99681,254,65,1.1480386986823936,5.004915533080929,6.070707070707071
100000,5e-05,2,3,99681,254,65,1.148348872379664,5.004915533080929,6.070707070707071
100000,5e-05,2,3,99681,254,65,1.1486595278627332,5.004915681019113,6.070707070707071
100000,5e-05,2,3,99681,254,65,1.1489706666306236,5.004915681019113,6.070707070707071
100000,5e-05,2,3,99681,254,65,1.1492822901893647,5.004915681019113,6.070707070707071
100000,5e-05,2,3,99681,254,65,1.1495944000520364,5.004915681019113,6.070707070707071
100000,5e-05,2,3,99680,255,65,1.1499069977388134,5.004915681019113,6.070707070707071
100000,5e-05,2,3,99679,256,65,1.1502151641486749,5.004915681019113,6.070707070707071
100000,5e-05,2,3,99678,257,65,1.1505204144539252,5.004915681019113,6.070707070707071
100000,5e-05,2,3,99678,257,65,1.1508246432339677,5.004915681019113,6.070707070707071
100000,5e-05,2,3,99677,258,65,1.1511293354947842,5.004915681019113,6.070707070707071
100000,5e-05,2,3,99677,258,65,1.151432549563917,5.004915681019113,6.070707070707071
100000,5e-05,2,3,99677,258,65,1.151736224024895,5.004895813475415,6.070707070707071
100000,5e-05,2,3,99676,259,65,1.1520403602779363,5.004895813475415,6.070707070707071
100000,5e-05,2,3,99676,259,65,1.152343482436166,5.004895813475415,6.070707070707071
100000,5e-05,2,3,99676,259,65,1.1526466045943957,5.004895813475415,6.070707070707071
100000,5e-05,2,3,99676,259,65,1.152950186865191,5.004895813475415,6.070707070707071
100000,5e-05,2,3,99676,259,65,1.1532542306474958,5.004895813475415,6.070707070707071
100000,5e-05,2,3,99675,260,65,1.1535587373466432,5.004895813475415,6.070707070707071
100000,5e-05,2,3,99675,260,65,1.1538626887144243,5.004895813475415,6.070707070707071
100000,5e-05,2,3,99674,261,65,1.1541671027174685,5.004895813475415,6.070707070707071
100000,5e-05,2,3,99674,261,65,1.154470961726888,5.004895813475415,6.070707070707071
