n,p,lambda,rho,S
100000,5e-05,6.5,4,0.99999
100000,5e-05,6.6,4,0.01138
100000,5e-05,10.0,4,0.00915
100000,5e-05,5.1,4,0.01404
100000,5e-05,0.6,4,0.99998
100000,5e-05,3.1,4,0.99997
100000,5e-05,0.7,4,0.99997
100000,5e-05,0.3,4,0.99999
100000,5e-05,4.3,4,0.01712
100000,5e-05,8.6,4,0.01
100000,5e-05,1.0,4,0.99999
100000,5e-05,8.2,4,0.01011
100000,5e-05,6.3,4,0.01198
100000,5e-05,5.3,4,0.01394
100000,5e-05,2.1,4,0.99999
100000,5e-05,0.1,4,0.99999
100000,5e-05,1.2,4,0.99999
100000,5e-05,7.7,4,0.99999
100000,5e-05,1.0,4,0.99997
100000,5e-05,4.4,4,0.01613
100000,5e-05,4.8,4,0.01526
100000,5e-05,3.4,4,0.99999
100000,5e-05,8.0,4,0.01018
100000,5e-05,1.7,4,0.99999
100000,5e-05,9.6,4,0.00948
100000,5e-05,2.0,4,0.99993
100000,5e-05,9.1,4,0.00941
100000,5e-05,0.7,4,0.99999
100000,5e-05,1.2,4,0.99996
100000,5e-05,1.5,4,0.99993
100000,5e-05,9.8,4,0.00939
100000,5e-05,9.4,4,0.00964
100000,5e-05,9.6,4,0.00948
100000,5e-05,7.1,4,0.01104
100000,5e-05,9.8,4,0.00981
100000,5e-05,8.9,4,0.01001
100000,5e-05,3.4,4,0.02255
100000,5e-05,1.8,4,0.99999
100000,5e-05,0.7,4,0.99999
100000,5e-05,4.8,4,0.01486
100000,5e-05,3.2,4,0.02469
100000,5e-05,2.2,4,0.04805
100000,5e-05,3.5,4,0.99999
100000,5e-05,1.0,4,0.99997
100000,5e-05,9.0,4,0.01
100000,5e-05,3.2,4,0.02256
100000,5e-05,2.1,4,0.05141
100000,5e-05,1.3,4,0.99986
100000,5e-05,0.6,4,0.99999
100000,5e-05,5.6,4,0.01298
100000,5e-05,9.8,4,0.00959
100000,5e-05,8.1,4,0.01056
100000,5e-05,5.6,4,0.01357
100000,5e-05,8.3,4,0.01013
100000,5e-05,9.5,4,0.00999
100000,5e-05,4.5,4,0.01604
100000,5e-05,1.8,4,0.99998
100000,5e-05,2.5,4,0.99999
100000,5e-05,4.6,4,0.99999
100000,5e-05,3.8,4,0.99998
100000,5e-05,1.4,4,0.17792
100000,5e-05,4.5,4,0.01572
100000,5e-05,8.3,4,0.99999
100000,5e-05,2.5,4,0.03695
100000,5e-05,9.0,4,0.00951
100000,5e-05,7.3,4,0.0104
100000,5e-05,1.6,4,0.99997
100000,5e-05,3.9,4,0.01988
100000,5e-05,2.1,4,0.05109
100000,5e-05,8.6,4,0.01018
100000,5e-05,5.2,4,0.01459
100000,5e-05,5.8,4,0.01293
100000,5e-05,8.7,4,0.0104
100000,5e-05,1.7,4,0.99999
100000,5e-05,8.0,4,0.01034
100000,5e-05,5.9,4,0.0129
100000,5e-05,4.6,4,0.01515
100000,5e-05,4.5,4,0.01652
100000,5e-05,5.0,4,0.01456
100000,5e-05,4.5,4,0.01617
100000,5e-05,4.7,4,0.99999
100000,5e-05,5.0,4,0.01477
100000,5e-05,7.0,4,0.01086
100000,5e-05,9.4,4,0.01008
100000,5e-05,4.1,4,0.0173
100000,5e-05,1.4,4,0.99984
100000,5e-05,1.8,4,0.99998
100000,5e-05,0.9,4,0.99999
100000,5e-05,1.6,4,0.99999
100000,5e-05,8.0,4,0.00998
100000,5e-05,2.7,4,0.03177
100000,5e-05,2.5,4,0.03679
100000,5e-05,6.2,4,0.01181
100000,5e-05,8.8,4,0.00993
100000,5e-05,3.4,4,0.02176
100000,5e-05,6.7,4,0.01103
100000,5e-05,0.9,4,0.99994
100000,5e-05,2.4,4,0.03814
100000,5e-05,1.2,4,0.99765
100000,5e-05,5.6,4,0.01272
100000,5e-05,2.9,4,0.02996
100000,5e-05,9.7,4,0.00956
100000,5e-05,7.4,4,0.01038
100000,5e-05,7.9,4,0.01064
100000,5e-05,7.4,4,0.01121
100000,5e-05,9.4,4,0.0097
100000,5e-05,1.5,4,0.12737
100000,5e-05,7.4,4,0.01089
100000,5e-05,8.4,4,0.99999
100000,5e-05,9.7,4,0.00985
100000,5e-05,7.7,4,0.01046
100000,5e-05,8.1,4,0.01008
100000,5e-05,4.1,4,0.01717
100000,5e-05,3.4,4,0.02262
100000,5e-05,4.9,4,0.99999
100000,5e-05,1.1,4,0.99961
100000,5e-05,8.0,4,0.01073
100000,5e-05,6.1,4,0.01165
100000,5e-05,6.8,4,0.0117
100000,5e-05,4.3,4,0.01667
100000,5e-05,3.8,4,0.01803
100000,5e-05,9.4,4,0.00983
100000,5e-05,7.8,4,0.00989
100000,5e-05,5.0,4,0.01449
100000,5e-05,5.9,4,0.01269
100000,5e-05,3.7,4,0.01989
100000,5e-05,4.5,4,0.01601
100000,5e-05,2.1,4,0.99995
100000,5e-05,4.6,4,0.01527
100000,5e-05,8.5,4,0.00992
100000,5e-05,3.6,4,0.02168
100000,5e-05,5.3,4,0.01346
100000,5e-05,6.6,4,0.01166
100000,5e-05,3.8,4,0.01901
100000,5e-05,3.4,4,0.02347
100000,5e-05,8.1,4,0.99999
100000,5e-05,4.5,4,0.01591
100000,5e-05,4.3,4,0.01665
100000,5e-05,7.3,4,0.01099
100000,5e-05,9.9,4,0.00962
100000,5e-05,4.7,4,0.01574
100000,5e-05,5.9,4,0.0124
100000,5e-05,9.6,4,0.009
100000,5e-05,8.5,4,0.00976
100000,5e-05,8.9,4,0.00992
100000,5e-05,6.2,4,0.01142
100000,5e-05,0.3,4,0.99999
100000,5e-05,6.2,4,0.01188
100000,5e-05,7.6,4,0.01024
100000,5e-05,4.8,4,0.01564
100000,5e-05,1.1,4,0.99994
100000,5e-05,8.4,4,0.01019
100000,5e-05,8.0,4,0.01146
100000,5e-05,5.6,4,0.01294
100000,5e-05,0.9,4,0.99999
100000,5e-05,2.0,4,0.99999
100000,5e-05,4.8,4,0.01491
100000,5e-05,0.9,4,0.9999
100000,5e-05,8.9,4,0.00999
100000,5e-05,8.3,4,0.01102
100000,5e-05,2.7,4,0.03219
100000,5e-05,1.5,4,0.9998
100000,5e-05,7.2,4,0.99999
100000,5e-05,9.1,4,0.00915
100000,5e-05,3.0,4,0.0269
100000,5e-05,1.0,4,0.99999
100000,5e-05,6.1,4,0.0123
100000,5e-05,5.5,4,0.01352
100000,5e-05,4.2,4,0.01716
100000,5e-05,7.9,4,0.01025
100000,5e-05,9.9,4,0.00969
100000,5e-05,8.9,4,0.00956
100000,5e-05,1.6,4,0.10361
100000,5e-05,2.3,4,0.04155
100000,5e-05,0.7,4,0.99997
100000,5e-05,2.6,4,0.99997
100000,5e-05,9.1,4,0.0099
100000,5e-05,5.2,4,0.99999
100000,5e-05,3.9,4,0.99999
100000,5e-05,6.1,4,0.99999
100000,5e-05,3.4,4,0.0211
100000,5e-05,3.6,4,0.99999
100000,5e-05,7.8,4,0.01006
100000,5e-05,7.2,4,0.01153
100000,5e-05,4.9,4,0.01512
100000,5e-05,1.2,4,0.99113
100000,5e-05,2.4,4,0.99996
100000,5e-05,8.4,4,0.01028
100000,5e-05,1.7,4,0.99999
100000,5e-05,1.8,4,0.07627
100000,5e-05,3.9,4,0.01844
100000,5e-05,5.3,4,0.01385
100000,5e-05,2.9,4,0.0285
100000,5e-05,2.5,4,0.03632
100000,5e-05,0.2,4,0.99999
100000,5e-05,6.1,4,0.01111
100000,5e-05,6.3,4,0.99999
100000,5e-05,9.6,4,0.00982
100000,5e-05,8.3,4,0.00979
100000,5e-05,8.3,4,0.01003
100000,5e-05,7.8,4,0.01019
100000,5e-05,7.7,4,0.01062
100000,5e-05,8.0,4,0.01041
100000,5e-05,3.2,4,0.02395
100000,5e-05,8.8,4,0.99998
100000,5e-05,0.2,4,0.99998
100000,5e-05,0.7,4,0.99998
100000,5e-05,9.9,4,0.00936
100000,5e-05,8.7,4,0.00951
100000,5e-05,6.7,4,0.01207
100000,5e-05,6.6,4,0.01221
100000,5e-05,7.9,4,0.01002
100000,5e-05,9.4,4,0.00952
100000,5e-05,6.9,4,0.011
100000,5e-05,0.7,4,0.99998
100000,5e-05,8.0,4,0.0103
100000,5e-05,6.5,4,0.01199
100000,5e-05,8.5,4,0.00977
100000,5e-05,3.1,4,0.0257
100000,5e-05,7.4,4,0.01053
100000,5e-05,0.4,4,0.99998
100000,5e-05,4.8,4,0.0153
100000,5e-05,1.7,4,0.08524
100000,5e-05,0.9,4,0.99999
100000,5e-05,3.8,4,0.01964
100000,5e-05,2.8,4,0.99996
100000,5e-05,5.5,4,0.0131
100000,5e-05,8.2,4,0.00952
100000,5e-05,2.3,4,0.04385
100000,5e-05,7.6,4,0.99999
100000,5e-05,1.5,4,0.99986
100000,5e-05,0.6,4,0.99998
100000,5e-05,3.2,4,0.02466
100000,5e-05,8.4,4,0.01023
100000,5e-05,7.2,4,0.01071
100000,5e-05,0.1,4,0.99999
100000,5e-05,0.6,4,0.99999
100000,5e-05,4.6,4,0.99998
100000,5e-05,6.7,4,0.99999
100000,5e-05,1.9,4,0.99998
100000,5e-05,7.6,4,0.01018
100000,5e-05,5.6,4,0.01277
100000,5e-05,9.9,4,0.00966
100000,5e-05,4.1,4,0.01791
100000,5e-05,5.3,4,0.01373
100000,5e-05,5.0,4,0.01481
100000,5e-05,9.3,4,0.00944
100000,5e-05,7.9,4,0.01119
100000,5e-05,7.8,4,0.01029
100000,5e-05,3.9,4,0.01858
100000,5e-05,6.7,4,0.01102
100000,5e-05,4.4,4,0.01702
100000,5e-05,2.0,4,0.0559
100000,5e-05,0.7,4,0.99998
100000,5e-05,3.5,4,0.02175
100000,5e-05,7.6,4,0.01119
100000,5e-05,0.4,4,0.99999
100000,5e-05,1.4,4,0.99999
100000,5e-05,5.5,4,0.01358
100000,5e-05,9.2,4,0.0098
100000,5e-05,9.7,4,0.0094
100000,5e-05,4.1,4,0.99996
100000,5e-05,1.2,4,0.99999
100000,5e-05,4.5,4,0.01614
100000,5e-05,8.5,4,0.01052
100000,5e-05,7.0,4,0.01103
100000,5e-05,5.4,4,0.01325
100000,5e-05,5.4,4,0.01309
100000,5e-05,8.9,4,0.01018
100000,5e-05,2.3,4,0.04171
100000,5e-05,8.5,4,0.00977
100000,5e-05,1.0,4,0.99996
100000,5e-05,2.1,4,0.05195
100000,5e-05,3.9,4,0.019
100000,5e-05,9.6,4,0.00941
100000,5e-05,6.4,4,0.01196
100000,5e-05,7.2,4,0.01095
100000,5e-05,1.1,4,0.99999
100000,5e-05,1.5,4,0.99999
100000,5e-05,3.4,4,0.02255
100000,5e-05,4.4,4,0.01643
100000,5e-05,8.3,4,0.0106
100000,5e-05,1.0,4,0.99999
100000,5e-05,1.1,4,0.99999
100000,5e-05,9.0,4,0.00953
100000,5e-05,5.3,4,0.99999
100000,5e-05,6.0,4,0.01201
100000,5e-05,7.2,4,0.01134
100000,5e-05,2.2,4,0.04673
100000,5e-05,0.5,4,0.99999
100000,5e-05,9.2,4,0.00955
100000,5e-05,9.0,4,0.00945
100000,5e-05,5.8,4,0.01254
100000,5e-05,6.3,4,0.01189
100000,5e-05,3.2,4,0.02427
100000,5e-05,3.8,4,0.01898
100000,5e-05,7.9,4,0.0106
100000,5e-05,9.9,4,0.00929
100000,5e-05,5.2,4,0.99999
100000,5e-05,9.6,4,0.00947
100000,5e-05,3.7,4,0.01953
100000,5e-05,6.8,4,0.99997
100000,5e-05,6.8,4,0.01143
100000,5e-05,7.1,4,0.99999
100000,5e-05,3.8,4,0.01929
100000,5e-05,2.7,4,0.03214
100000,5e-05,5.3,4,0.01388
100000,5e-05,8.8,4,0.00961
100000,5e-05,0.9,4,0.99992
100000,5e-05,7.9,4,0.01029
100000,5e-05,0.2,4,0.99999
100000,5e-05,8.2,4,0.01032
100000,5e-05,1.6,4,0.99999
100000,5e-05,1.3,4,0.99998
100000,5e-05,8.9,4,0.99999
100000,5e-05,6.1,4,0.01291
100000,5e-05,9.5,4,0.00966
100000,5e-05,4.6,4,0.0155
100000,5e-05,8.2,4,0.01015
100000,5e-05,0.6,4,0.99998
100000,5e-05,1.8,4,0.99994
100000,5e-05,6.6,4,0.0114
100000,5e-05,2.7,4,0.0304
100000,5e-05,1.3,4,0.99999
100000,5e-05,9.2,4,0.01025
100000,5e-05,0.8,4,0.99997
100000,5e-05,2.3,4,0.04362
100000,5e-05,9.4,4,0.0091
100000,5e-05,8.4,4,0.00996
100000,5e-05,8.9,4,0.01005
100000,5e-05,7.4,4,0.01112
100000,5e-05,4.1,4,0.99999
100000,5e-05,6.7,4,0.01219
100000,5e-05,7.3,4,0.01078
100000,5e-05,4.7,4,0.0156
100000,5e-05,8.8,4,0.00967
100000,5e-05,3.7,4,0.02048
100000,5e-05,1.0,4,0.99999
100000,5e-05,2.0,4,0.05723
100000,5e-05,8.9,4,0.01032
100000,5e-05,1.5,4,0.99999
100000,5e-05,2.5,4,0.99997
100000,5e-05,2.6,4,0.99998
100000,5e-05,1.0,4,0.99996
100000,5e-05,6.2,4,0.01183
100000,5e-05,4.1,4,0.01784
100000,5e-05,8.8,4,0.01103
100000,5e-05,3.1,4,0.99997
100000,5e-05,2.6,4,0.03539
100000,5e-05,6.8,4,0.0119
100000,5e-05,5.8,4,0.01289
100000,5e-05,8.1,4,0.00982
100000,5e-05,6.3,4,0.01164
100000,5e-05,6.7,4,0.01129
100000,5e-05,7.6,4,0.01044
100000,5e-05,9.8,4,0.00889
100000,5e-05,2.0,4,0.05506
100000,5e-05,9.3,4,0.00935
100000,5e-05,9.1,4,0.00885
100000,5e-05,8.6,4,0.01011
100000,5e-05,2.8,4,0.02944
100000,5e-05,8.2,4,0.01017
100000,5e-05,4.1,4,0.01816
100000,5e-05,3.2,4,0.02379
100000,5e-05,9.6,4,0.00902
100000,5e-05,7.2,4,0.01101
100000,5e-05,8.5,4,0.01033
100000,5e-05,1.4,4,0.99998
100000,5e-05,3.1,4,0.02498
100000,5e-05,9.6,4,0.00975
100000,5e-05,7.2,4,0.01127
100000,5e-05,2.0,4,0.99996
100000,5e-05,6.0,4,0.01215
100000,5e-05,5.1,4,0.99999
100000,5e-05,10.0,4,0.00921
100000,5e-05,6.9,4,0.99999
100000,5e-05,4.4,4,0.99999
100000,5e-05,2.9,4,0.02859
100000,5e-05,6.5,4,0.99999
100000,5e-05,9.2,4,0.00952
100000,5e-05,4.9,4,0.01502
100000,5e-05,8.1,4,0.01122
100000,5e-05,0.6,4,0.99999
100000,5e-05,0.6,4,0.99999
100000,5e-05,2.3,4,0.99999
100000,5e-05,4.5,4,0.0161
100000,5e-05,9.1,4,0.00969
100000,5e-05,5.0,4,0.01441
100000,5e-05,2.3,4,0.04207
100000,5e-05,6.8,4,0.01108
100000,5e-05,6.5,4,0.01163
100000,5e-05,0.0,4,0.99999
100000,5e-05,6.8,4,0.01184
100000,5e-05,7.3,4,0.0106
100000,5e-05,2.2,4,0.04863
100000,5e-05,9.5,4,0.00972
100000,5e-05,0.1,4,0.99999
100000,5e-05,0.7,4,0.99999
100000,5e-05,6.7,4,0.01183
100000,5e-05,9.4,4,0.00948
100000,5e-05,3.9,4,0.01905
100000,5e-05,7.9,4,0.01
100000,5e-05,3.5,4,0.99999
100000,5e-05,6.5,4,0.99999
100000,5e-05,5.2,4,0.01401
100000,5e-05,8.6,4,0.01017
100000,5e-05,7.1,4,0.99999
100000,5e-05,4.2,4,0.01855
100000,5e-05,1.3,4,0.99998
100000,5e-05,5.6,4,0.01327
100000,5e-05,0.6,4,0.99999
100000,5e-05,3.7,4,0.01952
100000,5e-05,1.6,4,0.09997
100000,5e-05,10.0,4,0.00967
100000,5e-05,0.8,4,0.99996
100000,5e-05,8.3,4,0.01066
100000,5e-05,8.0,4,0.0105
100000,5e-05,9.3,4,0.00969
100000,5e-05,8.0,4,0.99999
100000,5e-05,1.1,4,0.99999
100000,5e-05,1.2,4,0.99997
100000,5e-05,2.8,4,0.99999
100000,5e-05,0.9,4,0.99997
100000,5e-05,7.5,4,0.99999
100000,5e-05,8.4,4,0.01069
100000,5e-05,9.3,4,0.99999
100000,5e-05,6.9,4,0.01175
100000,5e-05,8.1,4,0.01121
100000,5e-05,7.2,4,0.01108
100000,5e-05,5.7,4,0.99999
100000,5e-05,8.2,4,0.99999
100000,5e-05,4.8,4,0.99999
100000,5e-05,1.1,4,0.99999
100000,5e-05,4.4,4,0.99999
100000,5e-05,7.9,4,0.01023
100000,5e-05,1.5,4,0.13245
100000,5e-05,9.3,4,0.00955
100000,5e-05,3.8,4,0.0187
100000,5e-05,2.3,4,0.99998
100000,5e-05,3.3,4,0.02324
100000,5e-05,9.8,4,0.00957
100000,5e-05,5.2,4,0.01393
100000,5e-05,7.8,4,0.0106
100000,5e-05,7.8,4,0.01057
100000,5e-05,1.4,4,0.17543
100000,5e-05,2.4,4,0.99999
100000,5e-05,1.5,4,0.13598
100000,5e-05,2.8,4,0.03012
100000,5e-05,7.5,4,0.01023
100000,5e-05,2.5,4,0.03666
100000,5e-05,7.9,4,0.01049
100000,5e-05,1.0,4,0.99997
100000,5e-05,2.0,4,0.99996
100000,5e-05,5.5,4,0.01316
100000,5e-05,2.1,4,0.05159
100000,5e-05,2.5,4,0.03631
100000,5e-05,4.0,4,0.01781
100000,5e-05,7.9,4,0.01048
100000,5e-05,1.8,4,0.07433
100000,5e-05,0.2,4,0.99999
100000,5e-05,8.7,4,0.99999
100000,5e-05,9.7,4,0.0101
100000,5e-05,0.7,4,0.99992
100000,5e-05,1.6,4,0.10559
100000,5e-05,4.6,4,0.01659
100000,5e-05,8.2,4,0.00985
100000,5e-05,3.8,4,0.01954
100000,5e-05,4.2,4,0.01809
100000,5e-05,7.0,4,0.01132
100000,5e-05,2.9,4,0.02795
100000,5e-05,9.3,4,0.00986
100000,5e-05,9.1,4,0.00956
100000,5e-05,8.6,4,0.01055
100000,5e-05,4.6,4,0.01594
100000,5e-05,1.6,4,0.10478
100000,5e-05,7.2,4,0.01079
100000,5e-05,5.9,4,0.01224
100000,5e-05,3.2,4,0.02312
100000,5e-05,4.6,4,0.01525
100000,5e-05,5.9,4,0.01265
100000,5e-05,4.2,4,0.0177
100000,5e-05,6.1,4,0.01301
100000,5e-05,8.2,4,0.01009
100000,5e-05,4.6,4,0.0155
100000,5e-05,7.9,4,0.01058
100000,5e-05,7.7,4,0.01082
100000,5e-05,3.8,4,0.01976
100000,5e-05,4.6,4,0.01544
100000,5e-05,9.7,4,0.00979
100000,5e-05,0.5,4,0.99998
100000,5e-05,2.8,4,0.03065
100000,5e-05,6.2,4,0.01226
100000,5e-05,9.6,4,0.00954
100000,5e-05,5.0,4,0.01424
100000,5e-05,8.7,4,0.00976
100000,5e-05,3.2,4,0.02325
100000,5e-05,2.4,4,0.99999
100000,5e-05,8.4,4,0.0108
100000,5e-05,3.6,4,0.99998
100000,5e-05,1.8,4,0.07404
100000,5e-05,0.9,4,0.99994
100000,5e-05,2.0,4,0.99996
100000,5e-05,8.3,4,0.01024
100000,5e-05,4.6,4,0.01582
100000,5e-05,1.9,4,0.99999
100000,5e-05,0.3,4,0.99998
100000,5e-05,5.7,4,0.99999
100000,5e-05,3.7,4,0.02097
100000,5e-05,3.0,4,0.02544
100000,5e-05,8.0,4,0.01011
100000,5e-05,9.8,4,0.00901
100000,5e-05,3.6,4,0.02085
100000,5e-05,0.3,4,0.99999
100000,5e-05,1.8,4,0.07635
100000,5e-05,1.3,4,0.26147
100000,5e-05,4.1,4,0.01805
100000,5e-05,5.9,4,0.01223
100000,5e-05,9.2,4,0.00992
100000,5e-05,9.8,4,0.00919
100000,5e-05,2.2,4,0.04638
100000,5e-05,7.2,4,0.01106
100000,5e-05,3.4,4,0.02311
100000,5e-05,4.2,4,0.01685
100000,5e-05,5.3,4,0.01358
100000,5e-05,2.8,4,0.02927
100000,5e-05,9.7,4,0.00958
100000,5e-05,1.5,4,0.99999
100000,5e-05,9.9,4,0.00945
100000,5e-05,5.5,4,0.01287
100000,5e-05,3.4,4,0.02259
100000,5e-05,0.2,4,0.99998
100000,5e-05,8.6,4,0.01004
100000,5e-05,9.7,4,0.00984
100000,5e-05,5.9,4,0.99999
100000,5e-05,5.7,4,0.01228
100000,5e-05,2.7,4,0.03119
100000,5e-05,2.6,4,0.03353
100000,5e-05,3.1,4,0.02477
100000,5e-05,3.5,4,0.99999
100000,5e-05,8.1,4,0.01045
100000,5e-05,0.3,4,0.99997
100000,5e-05,0.6,4,0.99999
100000,5e-05,4.8,4,0.01496
100000,5e-05,9.3,4,0.0096
100000,5e-05,8.1,4,0.01077
100000,5e-05,4.0,4,0.01827
100000,5e-05,9.1,4,0.0099
100000,5e-05,4.1,4,0.0179
100000,5e-05,9.8,4,0.00924
100000,5e-05,6.0,4,0.01241
100000,5e-05,9.2,4,0.00943
100000,5e-05,5.1,4,0.01443
100000,5e-05,0.1,4,0.99999
100000,5e-05,5.6,4,0.01348
100000,5e-05,3.7,4,0.01989
100000,5e-05,7.3,4,0.99999
100000,5e-05,8.2,4,0.01026
100000,5e-05,8.2,4,0.0106
100000,5e-05,7.4,4,0.01109
100000,5e-05,0.9,4,0.99971
100000,5e-05,1.1,4,0.99951
100000,5e-05,6.3,4,0.01258
100000,5e-05,4.4,4,0.01631
100000,5e-05,1.8,4,0.07621
100000,5e-05,6.2,4,0.01202
100000,5e-05,3.5,4,0.02046
100000,5e-05,1.7,4,0.99996
100000,5e-05,6.6,4,0.01232
100000,5e-05,1.8,4,0.07459
100000,5e-05,7.3,4,0.01048
100000,5e-05,1.9,4,0.99999
100000,5e-05,9.4,4,0.00956
100000,5e-05,0.5,4,0.99999
100000,5e-05,9.3,4,0.00973
100000,5e-05,9.3,4,0.00987
100000,5e-05,9.9,4,0.00962
100000,5e-05,6.6,4,0.0123
100000,5e-05,8.5,4,0.00986
100000,5e-05,7.5,4,0.99999
100000,5e-05,5.6,4,0.99999
100000,5e-05,2.5,4,0.03632
100000,5e-05,5.7,4,0.01271
100000,5e-05,3.9,4,0.01862
100000,5e-05,1.7,4,0.99982
100000,5e-05,6.1,4,0.01234
100000,5e-05,4.4,4,0.01589
100000,5e-05,6.4,4,0.01186
100000,5e-05,9.0,4,0.00941
100000,5e-05,3.0,4,0.99999
100000,5e-05,9.3,4,0.01001
100000,5e-05,8.7,4,0.01012
100000,5e-05,4.5,4,0.01538
100000,5e-05,1.5,4,0.99999
100000,5e-05,6.6,4,0.01191
100000,5e-05,5.9,4,0.01232
100000,5e-05,9.1,4,0.01008
100000,5e-05,0.5,4,0.99996
100000,5e-05,8.1,4,0.01061
100000,5e-05,7.2,4,0.01084
100000,5e-05,9.9,4,0.00963
100000,5e-05,9.3,4,0.00963
100000,5e-05,6.9,4,0.01176
100000,5e-05,0.3,4,0.99999
100000,5e-05,1.8,4,0.07753
100000,5e-05,4.3,4,0.01757
100000,5e-05,3.9,4,0.01833
100000,5e-05,6.5,4,0.01237
100000,5e-05,1.3,4,0.99997
100000,5e-05,8.6,4,0.0103
100000,5e-05,7.0,4,0.01162
100000,5e-05,2.4,4,0.03751
100000,5e-05,6.5,4,0.01088
100000,5e-05,9.7,4,0.00928
100000,5e-05,7.5,4,0.0107
100000,5e-05,2.7,4,0.03089
100000,5e-05,9.3,4,0.00961
100000,5e-05,9.8,4,0.0097
100000,5e-05,3.9,4,0.99999
100000,5e-05,3.8,4,0.01958
100000,5e-05,8.2,4,0.01072
100000,5e-05,2.3,4,0.04221
100000,5e-05,0.4,4,0.99995
100000,5e-05,2.6,4,0.03245
100000,5e-05,0.1,4,0.99999
100000,5e-05,7.4,4,0.01131
100000,5e-05,0.9,4,0.99999
100000,5e-05,7.9,4,0.01028
100000,5e-05,8.7,4,0.00979
100000,5e-05,2.0,4,0.99999
100000,5e-05,2.5,4,0.03646
100000,5e-05,9.1,4,0.00969
100000,5e-05,8.3,4,0.01054
100000,5e-05,9.0,4,0.00989
100000,5e-05,7.9,4,0.01046
100000,5e-05,4.6,4,0.01599
100000,5e-05,7.8,4,0.01021
100000,5e-05,3.5,4,0.02245
100000,5e-05,6.1,4,0.01243
100000,5e-05,2.6,4,0.0337
100000,5e-05,4.0,4,0.01807
100000,5e-05,1.7,4,0.99998
100000,5e-05,9.6,4,0.0101
100000,5e-05,2.7,4,0.03151
100000,5e-05,2.5,4,0.0375
100000,5e-05,6.9,4,0.99999
100000,5e-05,7.8,4,0.01053
100000,5e-05,2.5,4,0.03716
100000,5e-05,2.1,4,0.99999
100000,5e-05,4.1,4,0.0183
100000,5e-05,5.2,4,0.99999
100000,5e-05,1.5,4,0.99999
100000,5e-05,6.6,4,0.01154
100000,5e-05,7.6,4,0.99999
100000,5e-05,4.8,4,0.01516
100000,5e-05,7.4,4,0.01121
100000,5e-05,0.3,4,0.99999
100000,5e-05,9.1,4,0.01
100000,5e-05,7.2,4,0.01099
100000,5e-05,7.4,4,0.01041
100000,5e-05,7.9,4,0.01078
100000,5e-05,8.8,4,0.01052
100000,5e-05,8.3,4,0.01041
100000,5e-05,0.1,4,0.99999
100000,5e-05,3.5,4,0.02182
100000,5e-05,1.7,4,0.08625
100000,5e-05,1.9,4,0.06624
100000,5e-05,0.2,4,0.99999
100000,5e-05,6.2,4,0.01273
100000,5e-05,3.4,4,0.02265
100000,5e-05,3.3,4,0.02302
100000,5e-05,2.5,4,0.03699
100000,5e-05,0.8,4,0.99999
100000,5e-05,9.9,4,0.0092
100000,5e-05,4.2,4,0.01735
100000,5e-05,7.8,4,0.01032
100000,5e-05,1.7,4,0.08542
100000,5e-05,7.0,4,0.01146
100000,5e-05,2.3,4,0.99999
100000,5e-05,7.4,4,0.99999
100000,5e-05,3.1,4,0.0254
100000,5e-05,3.8,4,0.01912
100000,5e-05,7.1,4,0.01055
100000,5e-05,4.4,4,0.01629
100000,5e-05,9.6,4,0.00991
100000,5e-05,1.2,4,0.99997
100000,5e-05,5.1,4,0.01448
100000,5e-05,5.4,4,0.01388
100000,5e-05,0.7,4,0.99999
100000,5e-05,5.8,4,0.01213
100000,5e-05,0.7,4,0.99997
100000,5e-05,6.6,4,0.01133
100000,5e-05,8.8,4,0.01049
100000,5e-05,3.7,4,0.02104
100000,5e-05,5.5,4,0.01398
100000,5e-05,8.0,4,0.01003
100000,5e-05,0.0,4,0.99999
100000,5e-05,9.1,4,0.00989
100000,5e-05,5.3,4,0.01298
100000,5e-05,6.6,4,0.0116
100000,5e-05,7.3,4,0.01087
100000,5e-05,7.8,4,0.01045
100000,5e-05,8.5,4,0.01038
100000,5e-05,2.0,4,0.99999
100000,5e-05,4.9,4,0.01468
100000,5e-05,7.4,4,0.01143
100000,5e-05,8.7,4,0.0098
100000,5e-05,5.0,4,0.99999
100000,5e-05,3.8,4,0.01915
100000,5e-05,5.2,4,0.99999
100000,5e-05,2.9,4,0.02744
100000,5e-05,7.6,4,0.01077
100000,5e-05,5.4,4,0.99999
100000,5e-05,8.6,4,0.01011
100000,5e-05,8.8,4,0.01022
100000,5e-05,9.6,4,0.00904
100000,5e-05,2.8,4,0.02897
100000,5e-05,5.7,4,0.01244
100000,5e-05,6.0,4,0.99999
100000,5e-05,7.9,4,0.01083
100000,5e-05,1.2,4,0.99998
100000,5e-05,7.6,4,0.0109
100000,5e-05,7.9,4,0.01014
100000,5e-05,4.0,4,0.01873
100000,5e-05,5.7,4,0.01364
100000,5e-05,4.5,4,0.01759
100000,5e-05,1.6,4,0.99994
100000,5e-05,7.4,4,0.01017
100000,5e-05,0.6,4,0.99998
100000,5e-05,6.0,4,0.01273
100000,5e-05,4.9,4,0.01535
100000,5e-05,10.0,4,0.00908
100000,5e-05,6.4,4,0.01154
100000,5e-05,2.1,4,0.05137
100000,5e-05,7.2,4,0.99999
100000,5e-05,2.3,4,0.99994
100000,5e-05,0.5,4,0.99999
