n,p,lambd,rho,s,diam
2365,0,1,10,0.9023255813953488,130
2045,0,1,10,0.9090464547677262,126
1048,0,1,10,0.9208015267175572,94
1000,0,1,94.94026304144899,0.994,103
1905,0,1,10,0.8981627296587926,74
206,0,1,10,0.8932038834951457,41
1000,0,1,51.0232223623145,0.981,98
1958,0,1,10,0.8978549540347294,122
1438,0,1,10,0.9082058414464534,97
1000,0,1,9.03244113613112,0.904,100
1000,0,1,81.71783279682991,0.996,69
1000,0,1,7.969331246963407,0.869,89
949,0,1,10,0.8851422550052687,72
1000,0,1,53.33174081807186,0.982,88
1000,0,1,95.72068340092574,0.986,80
1000,0,1,68.97157511579243,0.985,115
2314,0,1,10,0.8975799481417459,147
1925,0,1,10,0.907012987012987,102
341,0,1,10,0.8211143695014663,45
1075,0,1,10,0.8967441860465116,69
1000,0,1,84.36830358195351,0.989,77
2339,0,1,10,0.8845660538691749,91
1467,0,1,10,0.8766189502385822,122
834,0,1,10,0.8968824940047961,85
1000,0,1,76.75898038560149,0.99,85
1000,0,1,39.89499411245217,0.97,86
1767,0,1,10,0.9043576683644595,102
1446,0,1,10,0.901106500691563,73
1200,0,1,10,0.9,91
1000,0,1,67.94547079168171,0.987,110
16,0,1,10,0.6875,4
1382,0,1,10,0.8914616497829233,80
1526,0,1,10,0.8964613368283093,89
1000,0,1,38.96313595615711,0.975,97
1000,0,1,33.52367180391936,0.97,74
1000,0,1,11.462196207390274,0.904,61
709,0,1,10,0.8942172073342737,80
636,0,1,10,0.8852201257861635,54
1000,0,1,49.93926862955272,0.978,87
1596,0,1,10,0.8803258145363408,81
888,0,1,10,0.8997747747747747,81
1000,0,1,10.978890459009861,0.893,111
1968,0,1,10,0.9070121951219512,127
1000,0,1,66.2452598754459,0.986,65
1000,0,1,48.25002956997767,0.979,91
2983,0,1,10,0.9051290646999665,116
351,0,1,10,0.8746438746438746,33
2897,0,1,10,0.898515705902658,147
1000,0,1,59.84810485396848,0.984,103
1000,0,1,97.73609724200517,0.987,83
121,0,1,10,0.8677685950413223,27
1000,0,1,25.28685414443752,0.961,80
1000,0,1,91.40342856424294,0.988,127
1029,0,1,10,0.9105928085519922,89
189,0,1,10,0.9153439153439153,27
1000,0,1,83.41311971035448,0.989,100
2978,0,1,10,0.9019476158495635,166
1309,0,1,10,0.894576012223071,68
2169,0,1,10,0.9013370216689719,118
391,0,1,10,0.9002557544757033,46
1000,0,1,10.120979692556897,0.912,75
1000,0,1,42.95868954306727,0.979,121
2107,0,1,10,0.9169435215946844,129
1000,0,1,80.80521892508936,0.987,101
1621,0,1,10,0.904380012338063,88
2752,0,1,10,0.8997093023255814,124
322,0,1,10,0.8975155279503105,53
1737,0,1,10,0.9015544041450777,123
1000,0,1,54.202563137536785,0.982,65
1000,0,1,20.441252775730344,0.955,88
989,0,1,10,0.9150657229524772,87
1000,0,1,10.900934879390945,0.905,83
1000,0,1,27.83186667135563,0.964,71
2312,0,1,10,0.8948961937716263,111
1000,0,1,86.99620885953219,0.984,129
2845,0,1,10,0.9033391915641477,149
327,0,1,10,0.8960244648318043,38
1000,0,1,72.07502875650269,0.991,78
1390,0,1,10,0.8971223021582734,103
1000,0,1,15.78413335361384,0.945,82
1000,0,1,86.44088639193623,0.982,86
2055,0,1,10,0.8992700729927007,102
972,0,1,10,0.9094650205761317,73
1000,0,1,24.58147499441955,0.962,53
1000,0,1,59.423146754555,0.978,77
1770,0,1,10,0.9112994350282486,73
1533,0,1,10,0.9099804305283757,95
693,0,1,10,0.8903318903318903,68
263,0,1,10,0.8517110266159695,41
734,0,1,10,0.888283378746594,64
1000,0,1,80.80079841825987,0.991,76
1475,0,1,10,0.8949152542372881,93
1736,0,1,10,0.8899769585253456,73
1890,0,1,10,0.9031746031746032,149
1000,0,1,11.706459514508838,0.905,80
1000,0,1,30.907104008135256,0.958,125
2727,0,1,10,0.8943894389438944,131
2624,0,1,10,0.8830030487804879,96
1163,0,1,10,0.8882201203783319,100
2633,0,1,10,0.8997341435624763,106
1000,0,1,82.64497132420479,0.985,109
2239,0,1,10,0.8981688253684681,109
1145,0,1,10,0.8943231441048035,98
1000,0,1,51.061490490076125,0.978,93
2896,0,1,10,0.8974447513812155,133
1000,0,1,98.32400668553467,0.988,59
203,0,1,10,0.8916256157635468,54
1000,0,1,55.936737099761736,0.987,57
1000,0,1,92.5517321654174,0.991,77
1907,0,1,10,0.9098059779758784,114
1103,0,1,10,0.898458748866727,99
1000,0,1,18.939481920477974,0.939,87
1000,0,1,22.77171510823337,0.958,88
1000,0,1,95.71997339022815,0.988,53
2800,0,1,10,0.9078571428571428,151
1000,0,1,95.98645962140886,0.993,140
1000,0,1,67.12105916335626,0.986,68
1000,0,1,85.53443783382623,0.988,65
164,0,1,10,0.8902439024390244,34
1000,0,1,23.076774022351778,0.957,76
1000,0,1,45.18342862522066,0.97,76
483,0,1,10,0.8881987577639752,50
405,0,1,10,0.9012345679012346,59
1192,0,1,10,0.8984899328859061,72
2282,0,1,10,0.8974583698510079,106
1000,0,1,21.205530915341143,0.952,97
1000,0,1,36.11278939363789,0.971,64
2152,0,1,10,0.9033457249070632,143
1000,0,1,20.97697015876906,0.942,75
1000,0,1,53.47862649279629,0.985,65
1000,0,1,41.29429746101627,0.978,70
1677,0,1,10,0.9010137149672034,97
1000,0,1,88.85315300050323,0.992,67
1000,0,1,0.22863307209439743,0.0,0
1278,0,1,10,0.9139280125195618,64
1000,0,1,3.26807736828979,0.675,84
1094,0,1,10,0.9058500914076782,70
1000,0,1,30.57485952276313,0.968,110
2019,0,1,10,0.8974739970282318,102
1000,0,1,13.23989664911387,0.919,88
140,0,1,10,0.9214285714285714,21
1000,0,1,40.593211302768374,0.972,57
1767,0,1,10,0.8981324278438031,77
1000,0,1,66.03198982398904,0.985,66
1000,0,1,86.634261054214,0.986,116
1000,0,1,20.85714444826997,0.955,79
1000,0,1,81.92633944573342,0.986,61
373,0,1,10,0.8927613941018767,53
179,0,1,10,0.9441340782122905,33
1000,0,1,42.93325007756732,0.979,88
1000,0,1,62.273337458757105,0.985,85
1000,0,1,95.68052061043643,0.99,107
2913,0,1,10,0.9117748026089941,138
1000,0,1,36.82565932292664,0.984,63
564,0,1,10,0.9095744680851063,68
1000,0,1,64.83076789262414,0.982,87
1000,0,1,29.294421062014987,0.958,91
1857,0,1,10,0.8906838987614432,106
1000,0,1,64.24046673780046,0.982,108
1898,0,1,10,0.9004214963119073,91
2773,0,1,10,0.8990263252794807,126
97,0,1,10,0.8556701030927835,22
1811,0,1,10,0.9083379348426284,78
1404,0,1,10,0.8782051282051282,86
2495,0,1,10,0.9054108216432866,75
427,0,1,10,0.9133489461358314,35
1484,0,1,10,0.9056603773584906,94
1000,0,1,40.40170246514343,0.963,81
2177,0,1,10,0.8994028479559026,131
242,0,1,10,0.9421487603305785,46
581,0,1,10,0.927710843373494,58
1000,0,1,41.115322879635194,0.973,73
875,0,1,10,0.8937142857142857,64
1000,0,1,90.65274211016981,0.985,88
2510,0,1,10,0.8940239043824701,139
1704,0,1,10,0.9055164319248826,87
1000,0,1,32.88599190579603,0.962,107
639,0,1,10,0.8888888888888888,63
1000,0,1,56.34849929193398,0.982,82
1414,0,1,10,0.9101838755304101,111
1000,0,1,11.961402086189555,0.915,99
1000,0,1,29.11905984623473,0.966,69
1000,0,1,42.63461709799893,0.974,85
1000,0,1,29.52360390015406,0.958,81
1223,0,1,10,0.9002452984464432,82
2023,0,1,10,0.9006426099851705,95
1805,0,1,10,0.9019390581717451,115
1000,0,1,63.186709441926766,0.986,68
221,0,1,10,0.9276018099547512,35
1384,0,1,10,0.8988439306358381,104
2014,0,1,10,0.9096325719960278,97
2753,0,1,10,0.9004722121322194,128
2024,0,1,10,0.8987154150197628,103
2251,0,1,10,0.8973789426921368,122
1000,0,1,39.38564909764414,0.985,69
1000,0,1,79.07450772846377,0.982,85
1137,0,1,10,0.8970976253298153,89
1000,0,1,12.676290129213596,0.919,69
1000,0,1,80.35715532578399,0.983,78
1000,0,1,82.85920454425931,0.992,80
1000,0,1,26.020034047186048,0.957,82
1000,0,1,0.44084665116695954,0.0,0
1000,0,1,11.371013179687406,0.906,109
1000,0,1,4.791119152252865,0.797,64
136,0,1,10,0.9191176470588235,30
2472,0,1,10,0.9057443365695793,126
1000,0,1,96.02831119054584,0.99,77
1000,0,1,15.639183395531264,0.938,87
2193,0,1,10,0.9001367989056087,141
876,0,1,10,0.8835616438356164,69
1000,0,1,95.34913296112184,0.99,90
1533,0,1,10,0.8825831702544031,91
1000,0,1,82.78794693655215,0.99,87
319,0,1,10,0.8996865203761756,54
1715,0,1,10,0.8938775510204081,133
1000,0,1,89.31591855528644,0.991,79
1000,0,1,61.563814767065764,0.983,76
1373,0,1,10,0.8929351784413693,65
1000,0,1,69.03089161183853,0.99,60
2819,0,1,10,0.8985455835402625,157
1000,0,1,92.84283634877697,0.995,76
1865,0,1,10,0.9067024128686327,87
175,0,1,10,0.9314285714285714,26
1737,0,1,10,0.8969487622337363,73
1000,0,1,22.379620059822336,0.953,103
1000,0,1,27.077018446143697,0.966,70
503,0,1,10,0.8866799204771372,56
1000,0,1,34.933459350181096,0.973,91
2873,0,1,10,0.9046293073442395,145
1008,0,1,10,0.8948412698412699,49
1000,0,1,8.127883611856468,0.871,74
1666,0,1,10,0.9009603841536614,85
1822,0,1,10,0.9028540065861691,120
1000,0,1,78.24969698128227,0.99,89
1000,0,1,66.31103441605616,0.989,61
1000,0,1,50.210118834706016,0.98,106
1449,0,1,10,0.8978605935127675,61
1000,0,1,0.9360756247720592,0.101,29
1000,0,1,24.74158425378973,0.957,66
2781,0,1,10,0.9032722042430781,174
1000,0,1,1.491344821517926,0.394,49
1000,0,1,89.58126531823449,0.992,63
928,0,1,10,0.90625,81
2306,0,1,10,0.8928881179531657,182
2494,0,1,10,0.9045709703287891,88
2772,0,1,10,0.8914141414141414,143
2959,0,1,10,0.8979384927340318,141
1000,0,1,66.70182245523915,0.988,70
1000,0,1,70.58067515028719,0.99,128
1000,0,1,99.75219578157268,0.99,52
1000,0,1,57.82103220358453,0.982,97
1000,0,1,63.13252371494548,0.982,95
1000,0,1,34.39208064142099,0.972,64
1000,0,1,78.90494749393905,0.982,71
2501,0,1,10,0.9048380647740903,141
2259,0,1,10,0.8986277113767154,114
2322,0,1,10,0.8927648578811369,94
1905,0,1,10,0.8918635170603675,103
194,0,1,10,0.8969072164948454,37
1000,0,1,93.7561316205407,0.991,124
1000,0,1,87.601485339787,0.987,59
1000,0,1,15.984374573050308,0.943,112
1000,0,1,55.32310434031894,0.982,78
1000,0,1,37.98282492642797,0.985,78
2203,0,1,10,0.8837948252383114,76
2216,0,1,10,0.8921480144404332,122
1000,0,1,65.70665448478468,0.984,96
835,0,1,10,0.9029940119760479,70
1000,0,1,90.22581214651315,0.993,90
434,0,1,10,0.9216589861751152,53
717,0,1,10,0.902370990237099,52
1000,0,1,29.560187378323853,0.977,101
1000,0,1,63.91054361708224,0.98,108
1000,0,1,4.810860996132971,0.821,55
456,0,1,10,0.9122807017543859,32
1000,0,1,49.67623853924915,0.98,63
1000,0,1,39.388107127878804,0.97,74
1000,0,1,66.51445873245241,0.988,75
2329,0,1,10,0.8956633748389867,127
2618,0,1,10,0.9037433155080213,131
1339,0,1,10,0.9081404032860344,80
1000,0,1,64.51391457077048,0.983,88
1000,0,1,62.29857611393663,0.989,83
2004,0,1,10,0.9006986027944112,128
2345,0,1,10,0.9164179104477612,135
400,0,1,10,0.89,51
1000,0,1,63.21199250179035,0.981,85
167,0,1,10,0.8802395209580839,32
1000,0,1,83.5904406318258,0.986,101
1000,0,1,25.30101799858009,0.974,90
1000,0,1,76.26221896037435,0.984,69
1000,0,1,43.48195794806653,0.973,126
2639,0,1,10,0.9003410382720728,123
2601,0,1,10,0.8938869665513264,123
1000,0,1,27.239196973619386,0.965,77
1000,0,1,7.141120428798908,0.864,70
1000,0,1,86.17623019874677,0.985,83
893,0,1,10,0.9003359462486002,58
2348,0,1,10,0.8973594548551959,100
1000,0,1,34.905193991475315,0.965,55
1000,0,1,7.610550861713095,0.846,90
1000,0,1,41.62258180551238,0.985,65
1184,0,1,10,0.9096283783783784,89
1000,0,1,39.26953157991231,0.977,68
1000,0,1,46.926264194635536,0.978,74
1000,0,1,22.65435951878426,0.95,62
1000,0,1,99.4376383467044,0.983,94
1000,0,1,79.2076152300609,0.98,71
1000,0,1,38.04178589687092,0.976,82
869,0,1,10,0.8987341772151899,61
2111,0,1,10,0.9076267171956419,110
1549,0,1,10,0.9122014202711427,64
1000,0,1,58.35610962284118,0.98,109
1000,0,1,37.80608954437684,0.966,92
1105,0,1,10,0.9122171945701357,107
637,0,1,10,0.9136577708006279,59
2300,0,1,10,0.8991304347826087,149
1000,0,1,68.72728634161666,0.988,60
1000,0,1,30.698305119936542,0.973,108
2339,0,1,10,0.8956819153484396,112
1000,0,1,16.23821425777261,0.93,73
1000,0,1,56.99982961528598,0.982,66
314,0,1,10,0.9203821656050956,41
1000,0,1,72.29341188606784,0.987,101
28,0,1,10,0.9285714285714286,9
1000,0,1,36.05994561206768,0.974,75
1000,0,1,20.996270146193307,0.961,83
1000,0,1,69.36455953981186,0.984,76
1457,0,1,10,0.8956760466712422,94
697,0,1,10,0.8751793400286944,77
2188,0,1,10,0.9076782449725777,98
1776,0,1,10,0.8969594594594594,97
1000,0,1,70.37622137799553,0.985,75
1000,0,1,19.080597090497008,0.936,68
983,0,1,10,0.8931841302136317,72
1000,0,1,35.18745376285211,0.966,58
200,0,1,10,0.89,29
1000,0,1,86.02036547295346,0.985,105
1000,0,1,32.764108828218895,0.97,60
1000,0,1,9.427225375641967,0.913,91
2443,0,1,10,0.904625460499386,114
2324,0,1,10,0.9083476764199656,130
2043,0,1,10,0.9074889867841409,112
1000,0,1,74.90033535754918,0.981,99
2512,0,1,10,0.9044585987261147,89
472,0,1,10,0.8834745762711864,61
1000,0,1,36.647575220204786,0.964,65
787,0,1,10,0.9123252858958069,73
1000,0,1,45.82925244271648,0.977,59
1000,0,1,48.08284757043522,0.989,75
1000,0,1,63.32861068934294,0.986,78
1838,0,1,10,0.8884657236126224,100
1000,0,1,95.79787253846752,0.99,61
2478,0,1,10,0.8781275221953188,148
1065,0,1,10,0.8976525821596244,65
470,0,1,10,0.9,49
702,0,1,10,0.8931623931623932,67
1556,0,1,10,0.8811053984575835,125
1762,0,1,10,0.9120317820658342,91
193,0,1,10,0.8601036269430051,32
2157,0,1,10,0.9077422345850719,137
1000,0,1,6.058507949761638,0.846,75
1033,0,1,10,0.9022265246853823,95
2332,0,1,10,0.8945111492281304,120
1000,0,1,71.01626625100525,0.982,82
1000,0,1,99.21175994003448,0.993,110
2540,0,1,10,0.9003937007874016,174
333,0,1,10,0.8888888888888888,36
1000,0,1,6.003862216423828,0.843,81
2383,0,1,10,0.9118757868233319,131
785,0,1,10,0.9031847133757962,71
776,0,1,10,0.8994845360824743,61
1464,0,1,10,0.8954918032786885,85
1000,0,1,34.40052244177678,0.971,79
2970,0,1,10,0.8946127946127946,113
1026,0,1,10,0.9161793372319688,80
1000,0,1,27.856531457850597,0.962,104
174,0,1,10,0.8620689655172413,19
1000,0,1,51.11946289747794,0.986,75
899,0,1,10,0.9243604004449388,66
807,0,1,10,0.8946716232961586,72
1000,0,1,31.02858186838623,0.97,76
16,0,1,10,0.6875,5
1000,0,1,93.6915832243267,0.988,100
1525,0,1,10,0.8977049180327868,114
1585,0,1,10,0.8977917981072555,82
354,0,1,10,0.9067796610169492,47
1000,0,1,60.76626278064169,0.988,80
2229,0,1,10,0.9089277703005832,111
669,0,1,10,0.9043348281016442,59
1000,0,1,92.21579536549102,0.99,71
247,0,1,10,0.902834008097166,27
1000,0,1,6.219206181420478,0.829,92
1000,0,1,15.83050472554387,0.939,84
1000,0,1,96.69316554240986,0.986,76
1000,0,1,39.65006179524263,0.973,94
1000,0,1,2.4975672588467335,0.587,59
2263,0,1,10,0.8965974370304906,82
1000,0,1,18.42000805185282,0.942,42
1011,0,1,10,0.887240356083086,97
2397,0,1,10,0.9052982895285774,114
1000,0,1,64.19261503148701,0.974,88
1000,0,1,86.06249884389034,0.988,68
1000,0,1,1.2773738181466543,0.26,43
943,0,1,10,0.9077412513255567,86
2181,0,1,10,0.9027968821641449,104
2344,0,1,10,0.8912116040955631,141
1000,0,1,50.38764311500357,0.983,73
290,0,1,10,0.903448275862069,45
2398,0,1,10,0.9036697247706422,134
1000,0,1,9.021738605553242,0.883,53
1000,0,1,92.41904453520048,0.989,84
2079,0,1,10,0.9013949013949014,67
1000,0,1,43.69199448369532,0.979,100
1000,0,1,88.59874927734255,0.989,77
1818,0,1,10,0.8943894389438944,112
1181,0,1,10,0.9110922946655376,79
1826,0,1,10,0.8953997809419496,78
869,0,1,10,0.905638665132336,55
1000,0,1,40.86912005546799,0.985,60
1000,0,1,51.521607437026375,0.982,71
2063,0,1,10,0.9045079980610761,117
1257,0,1,10,0.9180588703261734,71
2704,0,1,10,0.9027366863905325,128
1000,0,1,53.06770025609501,0.973,71
1000,0,1,40.444234406468794,0.974,84
2010,0,1,10,0.8960199004975125,112
1000,0,1,30.18646575019961,0.977,108
1000,0,1,6.2255167291387465,0.845,80
108,0,1,10,0.9074074074074074,21
1000,0,1,79.01977427584357,0.991,87
1000,0,1,63.92395788402722,0.983,76
1302,0,1,10,0.9047619047619048,79
477,0,1,10,0.939203354297694,68
1000,0,1,94.05210214647613,0.992,119
2779,0,1,10,0.898524649154372,110
1758,0,1,10,0.8981797497155859,105
2132,0,1,10,0.899624765478424,136
1000,0,1,62.39255330689052,0.986,120
437,0,1,10,0.9016018306636155,56
26,0,1,10,0.8461538461538461,10
843,0,1,10,0.9098457888493475,74
1000,0,1,5.050339236343837,0.799,110
1243,0,1,10,0.8978278358809332,54
1000,0,1,10.167222912984364,0.903,75
1000,0,1,8.280970988739622,0.893,91
2438,0,1,10,0.8949958982772764,108
7,0,1,10,0.7142857142857143,3
1859,0,1,10,0.8924152770306616,92
1000,0,1,54.39789615752927,0.991,107
1000,0,1,55.815880816116504,0.987,124
2511,0,1,10,0.9012345679012346,137
1000,0,1,84.39597689531801,0.996,65
1000,0,1,70.89625848397012,0.991,65
127,0,1,10,0.8976377952755905,22
128,0,1,10,0.890625,23
1000,0,1,4.508948571456839,0.768,71
1000,0,1,76.05216442671707,0.986,81
1000,0,1,84.48487430564143,0.982,72
1062,0,1,10,0.8973634651600754,61
828,0,1,10,0.8900966183574879,89
2892,0,1,10,0.8962655601659751,106
1000,0,1,68.7149534279862,0.991,84
2521,0,1,10,0.9004363347877826,85
1000,0,1,87.11862756731696,0.988,70
1000,0,1,36.345975461860235,0.971,91
1000,0,1,13.968230619669164,0.929,79
1444,0,1,10,0.9016620498614959,89
1263,0,1,10,0.8836104513064132,77
1000,0,1,61.17771742908486,0.983,54
252,0,1,10,0.9047619047619048,43
1000,0,1,47.15847973985628,0.977,76
1573,0,1,10,0.8925619834710744,91
1000,0,1,66.47281338156306,0.987,75
2982,0,1,10,0.9101274312541918,137
223,0,1,10,0.9013452914798207,31
2935,0,1,10,0.893015332197615,122
346,0,1,10,0.9190751445086706,45
1508,0,1,10,0.8945623342175066,110
1577,0,1,10,0.896005072923272,104
1000,0,1,4.0419277190861465,0.744,92
2068,0,1,10,0.9047388781431335,126
1372,0,1,10,0.9067055393586005,120
1101,0,1,10,0.9009990917347865,87
1156,0,1,10,0.9005190311418685,68
61,0,1,10,0.9016393442622951,18
1000,0,1,43.14834708137894,0.975,69
1000,0,1,24.840946506927118,0.966,90
1000,0,1,78.01002026179692,0.988,78
2553,0,1,10,0.9012925969447708,124
2543,0,1,10,0.8985450255603618,222
1000,0,1,46.67608999290103,0.983,107
1429,0,1,10,0.8887333799860042,127
1000,0,1,41.407271832579674,0.974,96
1000,0,1,42.01367217125909,0.971,86
1000,0,1,7.639243502523952,0.872,74
2115,0,1,10,0.8973995271867612,103
1000,0,1,14.344969593249147,0.93,89
880,0,1,10,0.9090909090909091,70
1000,0,1,72.48655360299567,0.983,70
1000,0,1,42.12340487755524,0.975,121
1000,0,1,57.96907859738667,0.98,59
1000,0,1,38.247858509000054,0.975,91
2026,0,1,10,0.903751233958539,98
1000,0,1,38.010692251945684,0.972,73
1770,0,1,10,0.9067796610169492,104
327,0,1,10,0.8807339449541285,44
1000,0,1,95.05920748523697,0.994,67
1000,0,1,29.00399972516422,0.965,80
1000,0,1,4.151755932282242,0.768,67
1000,0,1,25.885325529068957,0.954,64
2518,0,1,10,0.9078633836378078,162
1000,0,1,43.230881964595824,0.978,62
1000,0,1,5.298564832380725,0.799,79
2153,0,1,10,0.8894565722248026,124
1000,0,1,98.26010998810382,0.987,92
1785,0,1,10,0.8991596638655462,103
1000,0,1,74.83008970206973,0.987,74
1000,0,1,46.36542737038718,0.981,89
1054,0,1,10,0.8719165085388995,77
1547,0,1,10,0.892049127343245,117
552,0,1,10,0.8967391304347826,53
1000,0,1,6.679304433554245,0.852,73
1000,0,1,31.814872473885657,0.966,61
1000,0,1,59.73572620930662,0.985,86
982,0,1,10,0.9032586558044806,91
904,0,1,10,0.9126106194690266,51
546,0,1,10,0.8974358974358975,73
2746,0,1,10,0.909686817188638,191
1000,0,1,88.85713840435469,0.997,76
711,0,1,10,0.90014064697609,65
2971,0,1,10,0.9013800067317401,99
1286,0,1,10,0.9074650077760498,94
1000,0,1,70.59978091603631,0.991,75
1000,0,1,89.91563528585554,0.989,54
2577,0,1,10,0.8971672487388436,117
1000,0,1,93.06217489086275,0.989,83
1000,0,1,95.02898126153929,0.988,96
1107,0,1,10,0.9015356820234869,105
2164,0,1,10,0.8914048059149723,167
1356,0,1,10,0.9122418879056047,100
1000,0,1,73.88792543016459,0.986,68
1000,0,1,48.09922846134895,0.977,86
1253,0,1,10,0.8994413407821229,98
654,0,1,10,0.9220183486238532,81
2771,0,1,10,0.9032840129916998,120
1000,0,1,87.78201094433523,0.993,64
333,0,1,10,0.9129129129129129,37
1000,0,1,98.25031490199459,0.99,104
1000,0,1,25.427969649830906,0.961,65
1093,0,1,10,0.9021043000914913,75
135,0,1,10,0.8740740740740741,26
1921,0,1,10,0.8984903695991671,82
1000,0,1,13.708897975245781,0.931,73
1708,0,1,10,0.8811475409836066,123
1000,0,1,31.112166688408248,0.964,72
1000,0,1,7.3674715365160015,0.855,59
1000,0,1,94.89083863062689,0.988,86
1000,0,1,43.16822082352759,0.97,74
1000,0,1,70.12077570992776,0.986,62
1000,0,1,67.90850978466233,0.986,59
2634,0,1,10,0.8948367501898253,115
1352,0,1,10,0.897189349112426,87
1000,0,1,93.77253979446026,0.992,108
1000,0,1,63.34923872457786,0.992,100
1000,0,1,90.43402036406157,0.991,72
1000,0,1,8.28601245788667,0.882,78
632,0,1,10,0.8892405063291139,55
2292,0,1,10,0.9040139616055847,154
2022,0,1,10,0.900593471810089,131
1000,0,1,90.87534470758362,0.992,81
1102,0,1,10,0.9019963702359347,81
1000,0,1,89.04345449776886,0.992,78
1000,0,1,52.13844957696957,0.98,74
1900,0,1,10,0.8857894736842106,74
1481,0,1,10,0.8973666441593517,74
1452,0,1,10,0.8898071625344353,95
1350,0,1,10,0.8874074074074074,84
1562,0,1,10,0.8930857874519846,78
2920,0,1,10,0.8972602739726028,140
1000,0,1,39.30796019314676,0.971,74
1000,0,1,93.79133628988481,0.989,74
1000,0,1,16.339751558319538,0.925,66
1000,0,1,41.56503349354962,0.974,74
567,0,1,10,0.892416225749559,51
1760,0,1,10,0.9039772727272727,77
2472,0,1,10,0.9110032362459547,172
2593,0,1,10,0.9035865792518318,101
1000,0,1,94.34111784322322,0.987,75
1946,0,1,10,0.9044193216855088,95
1000,0,1,97.64825123349638,0.997,94
1041,0,1,10,0.9020172910662824,98
2008,0,1,10,0.8919322709163346,131
2025,0,1,10,0.9130864197530865,100
1000,0,1,8.532171346353735,0.869,114
2299,0,1,10,0.9117007394519356,107
2996,0,1,10,0.8988651535380507,137
1000,0,1,85.02037682216259,0.984,119
2172,0,1,10,0.9019337016574586,124
176,0,1,10,0.9204545454545454,31
2137,0,1,10,0.8881609733270941,133
138,0,1,10,0.9057971014492754,23
1000,0,1,1.093306787173809,0.0,0
1000,0,1,11.973780602349171,0.914,108
1000,0,1,12.99165332269303,0.929,94
2330,0,1,10,0.9042918454935622,109
1000,0,1,60.94506059928695,0.987,65
1000,0,1,4.990477959470119,0.781,68
1000,0,1,2.9151993460203363,0.68,69
1000,0,1,36.53681420872551,0.967,115
1000,0,1,2.6451065973146726,0.605,59
1000,0,1,55.523104088386475,0.979,95
2348,0,1,10,0.8965076660988075,167
1000,0,1,7.560296514199161,0.84,74
1205,0,1,10,0.8987551867219917,68
1000,0,1,61.995955009384275,0.989,71
1644,0,1,10,0.8880778588807786,131
1000,0,1,61.16502229108551,0.982,125
1000,0,1,50.19432923798971,0.989,68
1170,0,1,10,0.8965811965811966,85
855,0,1,10,0.8994152046783626,75
1000,0,1,43.33087336907838,0.96,77
429,0,1,10,0.8881118881118881,43
1000,0,1,26.458075324320028,0.954,73
1000,0,1,89.73684233284649,0.988,66
1000,0,1,59.91783874436696,0.977,103
1000,0,1,57.79464633537407,0.979,68
1000,0,1,0.1457167932426784,0.0,0
1000,0,1,85.7882997160991,0.989,104
2697,0,1,10,0.8995179829440119,82
1000,0,1,3.4152222068847715,0.719,51
2081,0,1,10,0.9101393560788082,93
1000,0,1,11.761584946497749,0.92,83
812,0,1,10,0.8928571428571429,59
328,0,1,10,0.9207317073170732,44
1000,0,1,64.95311617867314,0.982,72
394,0,1,10,0.883248730964467,30
172,0,1,10,0.9244186046511628,24
1000,0,1,19.978187779123992,0.935,89
701,0,1,10,0.8858773181169758,81
1000,0,1,68.11704630967124,0.979,102
1000,0,1,4.4699864239895355,0.77,82
1000,0,1,88.85734531417775,0.986,75
1000,0,1,39.679062339263915,0.975,81
1000,0,1,68.84785102745631,0.993,69
1000,0,1,65.55893286083321,0.986,68
1534,0,1,10,0.8872229465449805,107
623,0,1,10,0.8908507223113965,73
650,0,1,10,0.9138461538461539,66
999,0,1,10,0.8978978978978979,97
929,0,1,10,0.9171151776103337,72
1780,0,1,10,0.9,88
1000,0,1,15.51177816537217,0.924,88
1000,0,1,83.75526193448677,0.99,79
1000,0,1,58.484055422537864,0.979,64
1000,0,1,54.31397268532402,0.985,107
1000,0,1,90.84805789764876,0.989,76
1000,0,1,26.397417308524084,0.966,84
1000,0,1,88.2647481839417,0.992,74
1000,0,1,88.42359720728,0.991,113
1000,0,1,2.6654042643059705,0.616,82
1000,0,1,99.71529179147238,0.991,77
1000,0,1,24.923398063252677,0.956,67
792,0,1,10,0.8964646464646465,57
1000,0,1,78.13641428578076,0.987,84
1000,0,1,28.381947678425167,0.962,60
1000,0,1,11.887660555807788,0.917,68
1000,0,1,92.38329588029653,0.986,73
1000,0,1,35.61427184649153,0.966,97
2477,0,1,10,0.8954380298748487,130
1967,0,1,10,0.8891713268937468,111
1000,0,1,43.48247457612586,0.981,96
1000,0,1,69.94937164555283,0.985,82
1628,0,1,10,0.8912776412776413,79
2582,0,1,10,0.9093725793958172,104
2694,0,1,10,0.9034892353377877,104
1988,0,1,10,0.9079476861167002,117
1164,0,1,10,0.9012027491408935,86
1625,0,1,10,0.8996923076923077,148
2160,0,1,10,0.8953703703703704,115
1819,0,1,10,0.8966465090709181,105
1729,0,1,10,0.8930017351069983,116
708,0,1,10,0.8997175141242938,67
1000,0,1,3.385876858727288,0.703,55
1000,0,1,22.725748949865952,0.954,88
559,0,1,10,0.9069767441860465,73
2470,0,1,10,0.9004048582995952,114
172,0,1,10,0.8837209302325582,36
1000,0,1,5.031667709273558,0.815,53
1000,0,1,84.88710364283804,0.988,97
1187,0,1,10,0.9090143218197135,94
