n,p,lambd,rho,s,diam
2913,0,1,10,0.9049090284929626,152
1917,0,1,10,0.9061032863849765,96
2096,0,1,10,0.8955152671755725,113
1825,0,1,10,0.8964383561643836,107
1000,0,1,60.06414821090553,0.983,79
1000,0,1,87.36378842767478,0.988,81
2806,0,1,10,0.8966500356379188,113
1000,0,1,34.51362747580203,0.976,61
116,0,1,10,0.9310344827586207,33
1000,0,1,39.935332804647636,0.975,58
1000,0,1,6.63857779229311,0.865,99
1709,0,1,10,0.8858981860737273,90
1000,0,1,40.53756417783793,0.981,53
2514,0,1,10,0.9045346062052506,92
2675,0,1,10,0.9039252336448598,170
1000,0,1,43.53115307935626,0.978,54
1000,0,1,8.124460673499534,0.876,57
1000,0,1,13.708676622985793,0.93,63
1000,0,1,38.33870193826583,0.977,64
150,0,1,10,0.8666666666666667,19
2218,0,1,10,0.9080252479711451,132
1000,0,1,16.38052258917593,0.945,108
2461,0,1,10,0.8943518894758228,159
958,0,1,10,0.9081419624217119,126
1000,0,1,29.69109586905585,0.968,72
1000,0,1,73.05329149272652,0.989,89
1000,0,1,90.94771557935414,0.992,75
1000,0,1,2.292763824943167,0.563,48
1000,0,1,0.47127280278429495,0.0,0
1000,0,1,43.87182608370148,0.972,84
172,0,1,10,0.9069767441860465,25
733,0,1,10,0.8908594815825375,45
2516,0,1,10,0.8946740858505564,153
1627,0,1,10,0.9059618930547019,65
2890,0,1,10,0.8923875432525952,152
2885,0,1,10,0.9008665511265165,127
1000,0,1,62.73202646378036,0.984,67
1000,0,1,48.61281550300757,0.985,75
1000,0,1,30.469284617711377,0.958,83
1270,0,1,10,0.9094488188976378,93
1000,0,1,93.97330578226824,0.99,74
1423,0,1,10,0.8995080815179198,74
1000,0,1,64.77355329479032,0.983,59
2366,0,1,10,0.9010989010989011,97
879,0,1,10,0.8998862343572241,70
2035,0,1,10,0.9090909090909091,97
1000,0,1,8.022928928332341,0.863,85
1000,0,1,97.08496725303002,0.995,59
2435,0,1,10,0.8944558521560575,111
202,0,1,10,0.9207920792079208,44
624,0,1,10,0.905448717948718,32
2679,0,1,10,0.8973497573721538,105
1052,0,1,10,0.8821292775665399,49
293,0,1,10,0.8873720136518771,35
1000,0,1,67.98662194264075,0.982,64
1000,0,1,29.291591330659884,0.955,73
1000,0,1,63.62191298753355,0.989,60
1000,0,1,27.214259467066746,0.955,69
837,0,1,10,0.9020310633213859,72
1507,0,1,10,0.8792302587923025,93
1000,0,1,15.391806764101545,0.941,79
869,0,1,10,0.9010356731875719,73
766,0,1,10,0.8903394255874674,65
1347,0,1,10,0.8782479584261321,85
1000,0,1,88.34985508655585,0.995,101
2197,0,1,10,0.9021392808375057,94
1643,0,1,10,0.8904443091905052,113
1529,0,1,10,0.8933943754087639,90
1000,0,1,24.754646233598653,0.967,84
1000,0,1,17.370529303755532,0.949,113
1835,0,1,10,0.9013623978201635,118
1000,0,1,0.4896353658921493,0.0,0
1000,0,1,13.487771484136434,0.941,93
1000,0,1,35.436672725394416,0.969,98
19,0,1,10,0.8947368421052632,7
1201,0,1,10,0.9150707743547044,107
1000,0,1,96.96819055943831,0.993,70
919,0,1,10,0.9053318824809575,82
1000,0,1,99.68293317072701,0.986,60
1000,0,1,33.47509675657432,0.972,54
1000,0,1,24.925494937631886,0.966,69
2629,0,1,10,0.896918980600989,118
2033,0,1,10,0.8888342351205115,90
1000,0,1,23.084003372932504,0.957,68
1000,0,1,67.03452818709785,0.978,61
2476,0,1,10,0.9010500807754442,147
1000,0,1,34.345931504326934,0.974,68
1000,0,1,1.9980801204119492,0.484,70
1000,0,1,68.02937378696883,0.982,60
1000,0,1,2.6022903122243646,0.549,72
1000,0,1,93.00986490816841,0.989,100
1000,0,1,65.78685449381372,0.989,59
1000,0,1,82.30324861339939,0.987,89
2517,0,1,10,0.902264600715137,143
1000,0,1,77.06902505095618,0.986,49
1000,0,1,8.026539982815894,0.873,82
1136,0,1,10,0.9040492957746479,111
1000,0,1,84.44737424690987,0.993,67
1000,0,1,92.94389932994598,0.994,66
26,0,1,10,1.0,12
1000,0,1,68.43206831940594,0.984,68
2024,0,1,10,0.8952569169960475,108
1000,0,1,2.0770098366781453,0.531,39
1571,0,1,10,0.9026098026734564,70
2623,0,1,10,0.8951582157834541,84
759,0,1,10,0.9130434782608695,81
1000,0,1,77.30315282443968,0.987,83
1000,0,1,57.84658434640101,0.98,84
1845,0,1,10,0.8910569105691057,97
2023,0,1,10,0.9001482946119624,140
1000,0,1,0.10188468840603981,0.0,0
2758,0,1,10,0.8857868020304569,107
949,0,1,10,0.8819810326659642,82
2908,0,1,10,0.905777166437414,143
1192,0,1,10,0.8741610738255033,99
1000,0,1,89.97911366767832,0.991,88
797,0,1,10,0.9259723964868256,57
1000,0,1,82.01239052867597,0.991,72
1807,0,1,10,0.8948533480907581,103
2406,0,1,10,0.8977556109725686,123
2453,0,1,10,0.89930697105585,160
1363,0,1,10,0.900953778429934,88
1000,0,1,35.3836557694864,0.967,99
1000,0,1,92.81797377889482,0.993,83
1550,0,1,10,0.9025806451612903,107
2908,0,1,10,0.8951169188445667,151
1000,0,1,96.74063586099301,0.989,107
1000,0,1,31.087780712854872,0.959,68
2332,0,1,10,0.910377358490566,159
1000,0,1,54.14747003255756,0.98,113
1000,0,1,23.658115202261143,0.957,111
1000,0,1,38.149237740890186,0.971,76
367,0,1,10,0.896457765667575,50
1288,0,1,10,0.8967391304347826,76
1735,0,1,10,0.90835734870317,125
1000,0,1,32.907353309656784,0.975,76
85,0,1,10,0.8705882352941177,14
2487,0,1,10,0.8962605548854041,90
1934,0,1,10,0.8934850051706308,102
1000,0,1,13.340703853713421,0.939,119
2752,0,1,10,0.8949854651162791,187
1000,0,1,89.57912713649155,0.992,113
1690,0,1,10,0.9005917159763314,82
2842,0,1,10,0.9021815622800844,129
2820,0,1,10,0.900709219858156,188
1000,0,1,38.55352126272894,0.973,70
1997,0,1,10,0.8968452679018528,119
1000,0,1,61.62734285753101,0.979,79
1000,0,1,28.43717293061304,0.961,64
2800,0,1,10,0.9132142857142858,182
1000,0,1,42.35096222493752,0.978,105
1951,0,1,10,0.8969759097898513,89
2263,0,1,10,0.8912947414935926,130
1000,0,1,32.78159966088923,0.964,65
2942,0,1,10,0.9031271244051665,229
1000,0,1,69.628576537868,0.989,84
1000,0,1,8.378703341292315,0.891,95
1000,0,1,26.13353844732074,0.967,57
55,0,1,10,0.9454545454545454,25
2023,0,1,10,0.89817103311913,82
1000,0,1,23.996585574145957,0.959,95
1000,0,1,78.36629175067775,0.986,87
1344,0,1,10,0.8950892857142857,124
1207,0,1,10,0.8856669428334715,92
740,0,1,10,0.9108108108108108,65
2139,0,1,10,0.9097709209911173,83
1472,0,1,10,0.9123641304347826,102
254,0,1,10,0.9133858267716536,32
1000,0,1,77.04631747667906,0.99,124
2179,0,1,10,0.8939880679210647,77
1000,0,1,10.4670430857853,0.901,52
651,0,1,10,0.8786482334869432,90
1000,0,1,6.355088164439692,0.838,71
1000,0,1,53.079189712848,0.979,53
2965,0,1,10,0.9086003372681282,128
1000,0,1,22.090162295704584,0.96,107
2468,0,1,10,0.9019448946515397,112
1000,0,1,71.19718650606256,0.977,108
396,0,1,10,0.8939393939393939,32
1012,0,1,10,0.9189723320158103,86
1000,0,1,25.850046016821203,0.966,71
2737,0,1,10,0.8980635732553891,145
1259,0,1,10,0.9007148530579825,80
2794,0,1,10,0.89226914817466,174
953,0,1,10,0.8992654774396642,103
794,0,1,10,0.906801007556675,71
1000,0,1,54.68483179136913,0.976,148
1000,0,1,95.56034240815339,0.987,88
1000,0,1,29.491019165679166,0.963,78
1000,0,1,53.259972106283804,0.988,118
1000,0,1,27.963674805099515,0.97,68
1000,0,1,98.25048707469551,0.994,83
1000,0,1,60.96124127745166,0.988,97
449,0,1,10,0.8841870824053452,62
2153,0,1,10,0.889921040408732,97
1000,0,1,58.36396159772785,0.985,85
1000,0,1,31.102944064199257,0.966,93
370,0,1,10,0.8810810810810811,62
439,0,1,10,0.9066059225512528,41
1000,0,1,59.47771618985998,0.975,78
1000,0,1,32.47661047635192,0.973,85
2781,0,1,10,0.8935634663790004,161
1000,0,1,2.492982146639655,0.605,49
1000,0,1,98.3336514807856,0.993,80
1000,0,1,99.44072209908373,0.995,76
1257,0,1,10,0.8926014319809069,122
2797,0,1,10,0.900965319985699,95
1000,0,1,30.671640684735323,0.961,74
484,0,1,10,0.9111570247933884,48
2804,0,1,10,0.8894436519258203,128
1000,0,1,47.60076763608884,0.978,106
1173,0,1,10,0.896845694799659,117
1000,0,1,8.693123654926938,0.894,99
1000,0,1,98.06413050045416,0.994,74
1000,0,1,77.53173758583401,0.99,60
1000,0,1,23.908585962227203,0.959,67
242,0,1,10,0.9049586776859504,43
2379,0,1,10,0.9092055485498108,167
1000,0,1,41.125732505994876,0.961,105
1000,0,1,76.09034511115811,0.985,90
1166,0,1,10,0.8842195540308748,107
2934,0,1,10,0.8991138377641446,132
2249,0,1,10,0.9066251667407736,111
1000,0,1,90.4515199266709,0.986,47
1332,0,1,10,0.8933933933933934,69
1000,0,1,70.50620396940155,0.986,88
2556,0,1,10,0.8928012519561815,117
444,0,1,10,0.9031531531531531,48
1562,0,1,10,0.9039692701664532,100
1000,0,1,27.267597242412588,0.969,50
705,0,1,10,0.8780141843971632,59
1000,0,1,58.34852304513345,0.984,88
165,0,1,10,0.8727272727272727,23
1000,0,1,5.5548359888947125,0.819,88
2248,0,1,10,0.9132562277580071,104
1000,0,1,92.87771058692792,0.988,75
1000,0,1,47.948798505793576,0.984,67
2997,0,1,10,0.8942275608942276,102
1000,0,1,99.3704368319008,0.989,110
2411,0,1,10,0.9091663210286188,91
1000,0,1,8.528701698836116,0.859,73
1000,0,1,63.53415663554497,0.988,105
2256,0,1,10,0.9033687943262412,107
1000,0,1,99.22736623614654,0.989,65
1255,0,1,10,0.900398406374502,92
2205,0,1,10,0.8979591836734694,71
1000,0,1,4.2047891839884555,0.797,90
2319,0,1,10,0.8926261319534282,127
1255,0,1,10,0.8988047808764941,83
1000,0,1,81.98091325690385,0.984,55
1000,0,1,4.784936287954855,0.804,50
1824,0,1,10,0.9029605263157895,116
724,0,1,10,0.919889502762431,67
1000,0,1,16.455641830049284,0.94,83
1833,0,1,10,0.9012547735951991,125
556,0,1,10,0.8992805755395683,58
607,0,1,10,0.8945634266886326,49
1000,0,1,75.84079120698158,0.992,84
1399,0,1,10,0.8870621872766261,79
273,0,1,10,0.8901098901098901,38
1990,0,1,10,0.9175879396984925,76
1000,0,1,55.70774429244906,0.984,72
694,0,1,10,0.9048991354466859,57
1070,0,1,10,0.9009345794392524,73
1000,0,1,8.249898169666647,0.895,66
318,0,1,10,0.9150943396226415,44
2600,0,1,10,0.9115384615384615,114
974,0,1,10,0.9240246406570842,66
2082,0,1,10,0.9077809798270894,136
1308,0,1,10,0.9013761467889908,85
1000,0,1,40.24277793604154,0.968,77
2052,0,1,10,0.9088693957115009,145
1000,0,1,19.997788080372068,0.95,92
778,0,1,10,0.9177377892030848,63
1000,0,1,73.08891685254592,0.986,93
1000,0,1,64.57182798091759,0.987,101
1000,0,1,79.0912460601419,0.988,100
1256,0,1,10,0.8957006369426752,61
1000,0,1,1.12706694845226,0.175,46
1000,0,1,93.02861377231349,0.987,78
2946,0,1,10,0.8988458927359131,150
248,0,1,10,0.9032258064516129,33
2224,0,1,10,0.904226618705036,100
1000,0,1,69.27661545143131,0.98,106
1000,0,1,99.70052126301053,0.987,82
433,0,1,10,0.8960739030023095,65
2051,0,1,10,0.89419795221843,118
2587,0,1,10,0.9010436799381523,104
1000,0,1,28.09680990281653,0.977,70
1000,0,1,53.44011601224224,0.976,117
972,0,1,10,0.9197530864197531,70
1000,0,1,6.683911231227757,0.848,75
1000,0,1,5.056253585624382,0.805,63
2907,0,1,10,0.8961128310973512,158
1457,0,1,10,0.8888126286890872,82
1033,0,1,10,0.8799612778315585,73
1000,0,1,56.16403942579641,0.983,85
1000,0,1,37.499856929139156,0.974,74
1000,0,1,97.05630662609798,0.985,91
1400,0,1,10,0.9035714285714286,86
1000,0,1,23.66725211784089,0.955,99
1000,0,1,74.58102875576024,0.984,134
1000,0,1,37.322100167706,0.968,80
1000,0,1,21.476120131528432,0.961,75
1076,0,1,10,0.904275092936803,100
1000,0,1,78.12505396439529,0.992,94
1991,0,1,10,0.8935208437970869,108
164,0,1,10,0.9146341463414634,37
968,0,1,10,0.9018595041322314,74
1082,0,1,10,0.9177449168207024,92
1000,0,1,35.61093347145283,0.972,102
1000,0,1,88.84949282545809,0.985,72
1830,0,1,10,0.8901639344262295,94
1000,0,1,43.94900234466147,0.978,68
651,0,1,10,0.9093701996927803,66
1684,0,1,10,0.9091448931116389,88
1000,0,1,76.55022909580047,0.984,75
1444,0,1,10,0.9078947368421053,63
420,0,1,10,0.8738095238095238,37
1000,0,1,46.047819418011485,0.977,71
1000,0,1,91.6503964410574,0.98,122
1000,0,1,78.17348755992958,0.987,62
115,0,1,10,0.9739130434782609,22
1000,0,1,72.36331947696637,0.987,86
1000,0,1,50.002085162961485,0.977,86
1000,0,1,52.716272379800046,0.976,69
1000,0,1,94.76489347677536,0.99,110
1745,0,1,10,0.9065902578796562,138
1028,0,1,10,0.9114785992217899,106
115,0,1,10,0.9304347826086956,26
2449,0,1,10,0.897917517354022,176
2228,0,1,10,0.8909335727109515,108
241,0,1,10,0.8962655601659751,42
1000,0,1,57.02095548055719,0.988,86
1000,0,1,22.099246140727068,0.959,70
1104,0,1,10,0.9130434782608695,55
1764,0,1,10,0.9058956916099773,100
1000,0,1,11.120955776790709,0.919,60
2796,0,1,10,0.9066523605150214,158
2173,0,1,10,0.9079613437643811,91
1000,0,1,83.79238445812086,0.98,74
262,0,1,10,0.9351145038167938,37
1000,0,1,42.53692870016816,0.982,75
1771,0,1,10,0.8910220214568041,75
1000,0,1,63.23510561312913,0.989,106
269,0,1,10,0.8884758364312267,46
1000,0,1,83.94183805926191,0.994,68
1000,0,1,5.926625872814095,0.853,77
2425,0,1,10,0.9002061855670103,108
1000,0,1,49.04192962361539,0.98,94
977,0,1,10,0.8986693961105425,66
1000,0,1,25.644814342728118,0.959,65
90,0,1,10,0.9,14
1000,0,1,1.1207586418368387,0.085,14
1000,0,1,75.76617296821186,0.988,107
1000,0,1,18.197043659403235,0.938,92
1543,0,1,10,0.9099157485418017,97
1000,0,1,21.35207686835904,0.96,85
1000,0,1,65.09876868443926,0.985,85
1000,0,1,68.9697794014242,0.983,86
1000,0,1,42.922315398310396,0.971,74
1000,0,1,99.61903887524846,0.988,109
345,0,1,10,0.9072463768115943,32
1000,0,1,12.802424132171375,0.929,94
1000,0,1,64.47160917356737,0.983,61
324,0,1,10,0.8734567901234568,39
1551,0,1,10,0.9078014184397163,121
1000,0,1,14.520652111780885,0.936,92
780,0,1,10,0.9230769230769231,85
1000,0,1,96.86852006771649,0.991,78
2280,0,1,10,0.9166666666666666,81
1000,0,1,28.437773136237322,0.954,91
849,0,1,10,0.8951707891637221,85
2085,0,1,10,0.8949640287769784,134
1000,0,1,13.960796096395999,0.936,67
36,0,1,10,0.8888888888888888,10
1000,0,1,8.580737812546502,0.883,81
291,0,1,10,0.9243986254295533,40
1000,0,1,35.608842474129375,0.978,105
2678,0,1,10,0.8969380134428678,133
1000,0,1,80.22404179299828,0.985,97
1000,0,1,95.54547605243407,0.99,70
1035,0,1,10,0.8859903381642512,71
1364,0,1,10,0.9017595307917888,101
1000,0,1,6.820147934214216,0.873,82
1000,0,1,93.16511563515247,0.989,82
1000,0,1,17.030470652390317,0.938,74
1000,0,1,97.76708536077606,0.988,72
1000,0,1,58.59709431848316,0.98,86
649,0,1,10,0.9075500770416025,70
1000,0,1,59.17668401795435,0.986,68
2853,0,1,10,0.9057132842621801,146
1000,0,1,64.61158617508367,0.979,55
1000,0,1,53.61250501893999,0.978,100
2219,0,1,10,0.9031095087877422,89
2764,0,1,10,0.8976121562952243,146
2295,0,1,10,0.8993464052287582,103
203,0,1,10,0.8817733990147784,31
2126,0,1,10,0.8969896519285042,144
1000,0,1,42.606166598587905,0.978,74
1000,0,1,1.1435612020605834,0.176,32
1931,0,1,10,0.891765924391507,158
750,0,1,10,0.904,46
2853,0,1,10,0.8973010865755345,143
848,0,1,10,0.9033018867924528,54
1952,0,1,10,0.8970286885245902,102
662,0,1,10,0.9003021148036254,59
1000,0,1,42.68156938755304,0.975,82
1000,0,1,85.70754539740251,0.993,89
1000,0,1,14.759279276185088,0.93,99
2828,0,1,10,0.8925035360678925,139
1000,0,1,45.87426555762507,0.973,90
1000,0,1,91.58879399028382,0.99,76
2584,0,1,10,0.8970588235294118,191
1000,0,1,2.887811845768218,0.667,50
1246,0,1,10,0.9101123595505618,108
741,0,1,10,0.9109311740890689,74
1000,0,1,23.173894102419247,0.957,98
2611,0,1,10,0.9023362696284948,146
1000,0,1,18.19924694492293,0.941,57
2546,0,1,10,0.8947368421052632,139
2239,0,1,10,0.8950424296560965,176
1000,0,1,61.69416962776422,0.982,64
646,0,1,10,0.9226006191950464,66
1000,0,1,98.95804734911727,0.993,64
1000,0,1,45.36372221833318,0.978,86
2711,0,1,10,0.8978236812984138,92
2212,0,1,10,0.8964737793851718,123
1414,0,1,10,0.8847241867043847,110
1000,0,1,20.365540482331067,0.959,57
1259,0,1,10,0.9038919777601271,96
1000,0,1,85.63445736486455,0.989,72
1000,0,1,11.633617121091744,0.937,93
2244,0,1,10,0.9019607843137255,88
1000,0,1,27.560934783905633,0.965,68
1385,0,1,10,0.8844765342960289,73
1923,0,1,10,0.8881955278211129,132
1441,0,1,10,0.9014573213046495,79
1566,0,1,10,0.8984674329501916,99
1690,0,1,10,0.8893491124260355,116
2209,0,1,10,0.9099139882299683,127
409,0,1,10,0.9070904645476773,63
1840,0,1,10,0.908695652173913,155
1000,0,1,85.0329178977086,0.993,82
60,0,1,10,0.9166666666666666,13
683,0,1,10,0.9033674963396779,66
1000,0,1,45.4240472997017,0.969,83
1000,0,1,2.4731423796296337,0.592,60
1048,0,1,10,0.9026717557251909,56
1000,0,1,49.340574355345865,0.985,66
2221,0,1,10,0.9076992345790185,105
1000,0,1,86.79665412249423,0.985,70
1000,0,1,84.8467951268861,0.989,57
2684,0,1,10,0.8889716840536512,144
1000,0,1,88.65397082144257,0.995,59
1663,0,1,10,0.9043896572459411,65
1000,0,1,77.75210442032454,0.99,81
1000,0,1,12.036066416375203,0.92,77
1000,0,1,55.262109918989346,0.982,70
580,0,1,10,0.9137931034482759,62
1905,0,1,10,0.89501312335958,135
1000,0,1,38.909979562339814,0.974,87
2474,0,1,10,0.9050121261115602,72
1000,0,1,42.87457532085186,0.977,88
1000,0,1,59.06497403422841,0.982,68
660,0,1,10,0.8833333333333333,61
478,0,1,10,0.9330543933054394,62
1000,0,1,43.908029548642325,0.974,57
1376,0,1,10,0.9135174418604651,100
1222,0,1,10,0.8846153846153846,107
694,0,1,10,0.9063400576368876,65
1000,0,1,50.563111303561485,0.977,60
586,0,1,10,0.9163822525597269,66
1770,0,1,10,0.8983050847457628,99
1000,0,1,96.89383124919189,0.995,71
1000,0,1,35.96954306982673,0.962,74
2983,0,1,10,0.8990948709353,181
2089,0,1,10,0.8980373384394447,128
1000,0,1,59.16564569084709,0.987,118
1000,0,1,28.94527923381617,0.966,69
2463,0,1,10,0.8956557044254974,108
513,0,1,10,0.9044834307992202,48
457,0,1,10,0.9212253829321663,58
1000,0,1,72.13911038362359,0.985,69
1000,0,1,68.81652656615542,0.984,90
1785,0,1,10,0.8901960784313725,108
1984,0,1,10,0.9022177419354839,126
1000,0,1,24.715442906348194,0.963,96
1000,0,1,1.7069703793973434,0.399,52
130,0,1,10,0.8538461538461538,23
1000,0,1,91.0334102693733,0.988,69
1000,0,1,89.3212084799965,0.99,62
1000,0,1,57.05405028406074,0.981,93
1000,0,1,93.32211519343603,0.99,58
2587,0,1,10,0.9033629686896019,192
1000,0,1,21.955974825949998,0.953,63
2511,0,1,10,0.9008363201911589,92
1319,0,1,10,0.9188779378316907,64
1000,0,1,15.569073666720378,0.94,78
1000,0,1,2.3585364515960716,0.61,86
1000,0,1,72.63361514571388,0.99,78
1000,0,1,28.00243500525541,0.963,122
1000,0,1,48.688065240379295,0.983,97
1000,0,1,57.149785567135666,0.986,99
2247,0,1,10,0.9114374721851357,125
1000,0,1,4.913103242425365,0.799,95
1000,0,1,74.63381267990978,0.989,89
1000,0,1,16.586028909934193,0.944,81
824,0,1,10,0.8919902912621359,53
786,0,1,10,0.8931297709923665,49
2818,0,1,10,0.9006387508871541,126
2795,0,1,10,0.8983899821109124,96
1000,0,1,10.323633523041554,0.906,52
1000,0,1,26.186832655283133,0.966,73
1000,0,1,12.37324651641506,0.914,98
644,0,1,10,0.9037267080745341,31
1000,0,1,43.259840826879525,0.977,55
142,0,1,10,0.9084507042253521,32
513,0,1,10,0.884990253411306,66
1000,0,1,74.91830414727002,0.984,87
296,0,1,10,0.918918918918919,43
1000,0,1,22.824920203906863,0.953,106
241,0,1,10,0.8672199170124482,38
1000,0,1,85.52699668016662,0.987,87
1000,0,1,89.46742337079388,0.988,67
382,0,1,10,0.8979057591623036,38
1788,0,1,10,0.8982102908277405,98
1000,0,1,24.947114730104815,0.954,92
2999,0,1,10,0.9079693231077026,93
633,0,1,10,0.9020537124802528,88
941,0,1,10,0.9022316684378321,75
2452,0,1,10,0.9017128874388255,103
1000,0,1,72.29692618151977,0.985,72
1000,0,1,10.07512240537003,0.896,82
1000,0,1,96.549091783143,0.984,67
2686,0,1,10,0.8894266567386448,121
320,0,1,10,0.890625,37
1004,0,1,10,0.8944223107569721,110
1000,0,1,1.7709008195525011,0.471,57
1417,0,1,10,0.8899082568807339,71
1000,0,1,82.0557556313764,0.99,58
2981,0,1,10,0.901710835290171,188
604,0,1,10,0.9139072847682119,59
1000,0,1,44.79766398940048,0.98,90
2802,0,1,10,0.9043540328336902,173
1000,0,1,29.975404367440717,0.964,88
1647,0,1,10,0.912568306010929,103
292,0,1,10,0.9006849315068494,32
1000,0,1,31.340459400433605,0.977,117
1000,0,1,8.092662763808622,0.885,74
962,0,1,10,0.8970893970893971,97
1182,0,1,10,0.8967851099830795,105
1000,0,1,71.06717890113406,0.985,73
889,0,1,10,0.9201349831271091,83
2596,0,1,10,0.9040832049306625,155
1999,0,1,10,0.8984492246123061,121
25,0,1,10,0.96,8
1000,0,1,31.836131915763932,0.967,73
1000,0,1,19.911568538896695,0.941,73
1000,0,1,98.71770385815958,0.987,73
1536,0,1,10,0.8860677083333334,96
2824,0,1,10,0.898371104815864,153
812,0,1,10,0.8891625615763546,104
1000,0,1,24.43065699613647,0.954,78
1000,0,1,98.98682804749944,0.99,78
2261,0,1,10,0.9053516143299425,98
1101,0,1,10,0.8946412352406903,54
2501,0,1,10,0.9124350259896041,157
2580,0,1,10,0.9077519379844962,111
1000,0,1,2.4664048722514265,0.573,71
1000,0,1,93.65344927374774,0.989,87
1000,0,1,90.62603910159966,0.992,89
240,0,1,10,0.925,31
1000,0,1,13.498003089257926,0.928,121
2017,0,1,10,0.8939018344075359,142
2669,0,1,10,0.9037092544023979,124
1000,0,1,14.592155141924279,0.931,98
1000,0,1,17.93031121864025,0.958,68
1000,0,1,15.77002795290997,0.937,85
1000,0,1,43.52799813721025,0.981,107
1000,0,1,95.87183012085501,0.99,114
2270,0,1,10,0.8929515418502203,146
1355,0,1,10,0.9070110701107011,80
2928,0,1,10,0.8924180327868853,161
2536,0,1,10,0.9073343848580442,129
51,0,1,10,0.9215686274509803,15
838,0,1,10,0.8854415274463007,91
2201,0,1,10,0.8968650613357565,113
2559,0,1,10,0.8929269245799141,152
1193,0,1,10,0.9094719195305951,129
2511,0,1,10,0.8976503385105535,122
498,0,1,10,0.8955823293172691,54
1000,0,1,28.271467511665392,0.971,84
2380,0,1,10,0.8915966386554622,131
2604,0,1,10,0.9032258064516129,82
2687,0,1,10,0.8946780796427243,203
1000,0,1,15.915415617703587,0.941,61
1000,0,1,86.07101869476558,0.99,73
1000,0,1,99.37344857459132,0.988,73
1000,0,1,74.3110693876154,0.981,116
1000,0,1,17.56234598298736,0.943,65
1982,0,1,10,0.9006054490413723,87
2544,0,1,10,0.9084119496855346,144
1874,0,1,10,0.8964781216648879,116
1854,0,1,10,0.9093851132686084,97
221,0,1,10,0.9366515837104072,26
698,0,1,10,0.9140401146131805,46
1000,0,1,4.466657967804144,0.785,70
1574,0,1,10,0.9072426937738246,82
1000,0,1,9.047851027487152,0.896,76
1000,0,1,37.951137792401944,0.969,89
975,0,1,10,0.8861538461538462,76
241,0,1,10,0.8796680497925311,23
1000,0,1,39.573408798580175,0.979,72
2330,0,1,10,0.9025751072961373,161
2544,0,1,10,0.8911163522012578,116
55,0,1,10,0.8363636363636363,18
128,0,1,10,0.921875,25
2034,0,1,10,0.8982300884955752,104
1000,0,1,36.86135283932058,0.984,83
1000,0,1,53.31008984832519,0.99,104
1000,0,1,21.423330072080393,0.953,51
1000,0,1,24.765850503798436,0.954,98
2635,0,1,10,0.894876660341556,136
2467,0,1,10,0.9010944466963924,172
1602,0,1,10,0.9038701622971286,107
2161,0,1,10,0.8963442850532161,111
1000,0,1,67.78491376484187,0.984,76
1000,0,1,35.80660950446348,0.974,85
1000,0,1,5.939209911358767,0.827,67
1000,0,1,80.73679976176423,0.989,101
1928,0,1,10,0.9035269709543569,99
883,0,1,10,0.89920724801812,85
1000,0,1,33.97064538819071,0.972,59
1000,0,1,15.224345737969557,0.932,89
1000,0,1,61.52253159803893,0.982,74
1000,0,1,70.46341004733934,0.987,127
1000,0,1,58.09890407740986,0.991,91
1000,0,1,58.9178521041585,0.986,87
1000,0,1,41.577573172784135,0.985,98
925,0,1,10,0.8994594594594595,60
1000,0,1,85.35150470468993,0.991,55
1937,0,1,10,0.890036138358286,154
1000,0,1,96.31504147753877,0.982,63
1474,0,1,10,0.8839891451831751,67
684,0,1,10,0.8845029239766082,75
1000,0,1,35.89354647515363,0.981,59
277,0,1,10,0.9169675090252708,60
1000,0,1,52.21074230368148,0.992,107
1000,0,1,94.06421319635572,0.989,101
1820,0,1,10,0.8972527472527473,101
1000,0,1,8.662206708707998,0.878,111
1000,0,1,33.25964105337184,0.968,101
1401,0,1,10,0.8965024982155603,90
2306,0,1,10,0.9028620988725065,104
1000,0,1,91.79701590649084,0.986,78
1000,0,1,14.90007025264265,0.926,76
1039,0,1,10,0.890279114533205,83
1000,0,1,66.3095279003091,0.986,66
2999,0,1,10,0.9036345448482828,152
1000,0,1,55.97537667491983,0.981,119
116,0,1,10,0.8793103448275862,31
2577,0,1,10,0.9041521148622429,119
1000,0,1,55.81955185875878,0.984,79
910,0,1,10,0.9010989010989011,55
1000,0,1,52.178865987851175,0.981,85
1000,0,1,51.000757638362984,0.983,81
950,0,1,10,0.8778947368421053,97
1000,0,1,17.898164365377113,0.947,97
2940,0,1,10,0.8972789115646258,124
1000,0,1,68.0149111804786,0.98,91
801,0,1,10,0.9038701622971286,69
1000,0,1,94.00531359008099,0.992,103
1000,0,1,97.5542965564437,0.997,81
701,0,1,10,0.9001426533523538,89
2169,0,1,10,0.8902720147533425,122
1000,0,1,16.980256580013588,0.948,72
1000,0,1,28.712922910846018,0.97,66
1000,0,1,61.13070802163949,0.983,82
554,0,1,10,0.8898916967509025,61
294,0,1,10,0.9047619047619048,31
1000,0,1,8.60976708374771,0.885,70
1000,0,1,77.42411290439215,0.987,95
1000,0,1,5.190465073920924,0.818,108
1000,0,1,18.465470077689094,0.951,78
650,0,1,10,0.92,55
1000,0,1,65.02909022778341,0.986,96
1000,0,1,93.54466650785795,0.99,97
1000,0,1,41.94230574259515,0.971,56
1000,0,1,46.60844263044331,0.98,60
1000,0,1,42.261954899693244,0.973,83
