S,I,R,t
0.7965351249339162,0.11237025791314131,0.0915817616654033,4.5
0.7733130870035095,0.12371411703646905,0.10343929189877701,4.6
0.7485834715781412,0.13539675960881847,0.11645109980954214,4.7
0.7224873298959795,0.1472512492423448,0.1306421148973877,4.8
0.6952101957124314,0.1590849459585079,0.14601911531886036,4.9
0.6669778075317067,0.17068607760237342,0.16256849885188163,5.0
0.6380487429544248,0.18183254146987388,0.18025483745926954,5.1
0.6087043979609709,0.19230230855288205,0.19902040665360365,5.2
0.579237122330068,0.20188451862014647,0.2187858016901748,5.3
0.5499375943158621,0.21039019667041098,0.23945165149040154,5.4
0.5210826208607209,0.21766153326291787,0.2609013334299648,5.5
0.49292446117072797,0.22357885615764717,0.28300449522196325,5.6
0.4656825154349862,0.22806473970066043,0.30562111956154414,5.7
0.43953785906993353,0.23108508229553631,0.3286058327481763,5.8
0.414630715974315,0.23264735288198105,0.35181216233105916,5.9
0.391060625601627,0.23279649925881177,0.3750964858234382,6.0
0.36888881785746747,0.23160918662611749,0.39832147250152855,6.1
0.3481421854760294,0.22918708759267242,0.42135889101278673,6.2
0.32881822658127824,0.22564989434801777,0.4440917255897778,6.3
0.31089039387594086,0.22112860336796838,0.46641560453937453,6.4
0.2943133982595925,0.21575946944172397,0.48823959140052287,6.5
0.27902814322276065,0.20967886998118365,0.5094864201867876,6.6
0.264966089351207,0.20301918378608555,0.5300922724853164,6.7
0.2520529520218849,0.1959056817827553,0.5500061984646123,6.8
0.24021171415949016,0.18845435347019016,0.5691892792714133,6.9
0.22936498974837727,0.18077054905187817,0.5876136180371937,7.0
0.2194368060072186,0.17294829774993384,0.6052612334680776,7.1
0.21035388750085998,0.16507016097751037,0.6221229158225506,7.2
0.20204652886565394,0.15720748872369675,0.6381970914091826,7.3
0.19444913852547094,0.14942096362622365,0.6534887294229583,7.4
0.18750052712844442,0.1417613360135813,0.6680083144107374,7.5
0.1811440038587846,0.13427027214464735,0.681770899033128,7.6
0.17532733288119265,0.12698125541180144,0.6947952449933313,7.7
0.17000259192797892,0.1199204955989221,0.7071030548430791,7.8
0.16512596594989817,0.11310781410811194,0.7187182936110417,7.9
0.16065750101895696,0.10655748342260836,0.7296665965795759,8.0
0.15656083729911105,0.1002790071761135,0.7399747578254688,8.1
0.15280293478352772,0.09427783335504193,0.7496702931306608,8.2
0.14935380147745247,0.08855599769764651,0.7587810703831565,8.3
0.14618623061031538,0.08311269758653501,0.7673350004820764,8.4
0.14327555112159931,0.07794479893932531,0.7753597819192947,8.5
0.14059939393072582,0.07304728002554364,0.7828826925444736,8.6
0.13813747524152983,0.06841361697376341,0.7899304224632234,8.7
0.13587139723835398,0.06403611613982328,0.7965289425198748,8.8
0.1337844659154241,0.05990619860903424,0.8027034033411277,8.9
0.13186152537397489,0.05601464199813272,0.8084780604396349,9.0
0.1300888076678213,0.052351784478462345,0.813876221380604,9.1
0.12845379713548533,0.04890769561385155,0.8189202114891279,9.2
0.1269451080934304,0.04567231823363541,0.8236313550150144,9.3
0.12555237475624298,0.04263558517071811,0.8280299690725198,9.4
0.12426615227775287,0.039787514305413496,0.8321353680338957,9.5
0.12307782785892102,0.03711828498059447,0.835965876378946,9.6
0.12197954093428862,0.034618298500296865,0.8395388482897058,9.7
0.12096411152209316,0.032278225096849265,0.8428706925323477,9.8
0.12002497589906377,0.030089039452921622,0.8459769013902636,9.9
0.11915612883619296,0.0280420465950336,0.8488720826058385,10.0
0.1183520717043289,0.026128899733353136,0.8515699934565515,10.1
0.11760776582693598,0.024341611407653913,0.8540835762364961,10.2
0.1169185905210966,0.022672559109271538,0.8564249945397491,10.3
0.11628030532643413,0.021114486381770107,0.858605669849626,10.4
0.11568901597507615,0.019660500256697185,0.8606363180299182,10.5
0.11514114370416774,0.018304065753180915,0.8625269853926884,10.6
0.11463339755602665,0.01703899805920762,0.8642870840838377,10.7
0.11416274935012141,0.015859452916333325,0.8659254265840466,10.8
0.11372641104598845,0.014759915646592672,0.8674502591701972,10.9
0.11332181424734743,0.013735189188891297,0.8688692942222486,11.0
0.11294659162537568,0.012780381450771826,0.8701897412937989,11.1
0.11259856006370542,0.011890892228848048,0.87141833689221,11.2
0.11227570534952708,0.011062399906264477,0.8725613729369607,11.3
0.1119761682545246,0.01029084809724817,0.8736247238835722,11.4
0.11169823186649278,0.009572432376284364,0.874613872515632,11.5
0.11144031004765499,0.008903587201884057,0.8755339344196318,11.6
0.11120093690912206,0.008280973121633551,0.8763896811670229,11.7
0.11097875720281924,0.007701464325624584,0.8771855622354565,11.8
0.1107725175427319,0.007162136598937231,0.8779257257069576,11.9
0.11058105837664288,0.006660255710132949,0.8786140377850732,12.0
0.11040330663779623,0.006193266261318955,0.8792541011760848,12.1
0.11023826901324828,0.0057587810159274565,0.8798492723814063,12.2
0.11008502577216821,0.005354570712620108,0.8804026779494527,12.3
0.10994272510312489,0.004978554367425915,0.8809172297357584,12.4
0.10981057791452738,0.0046287900611314955,0.8813956392200396,12.5
0.10968785305695435,0.004303466204878229,0.8818404309283729,12.6
0.1095738729301731,0.004000893273720343,0.8822539550077627,12.7
0.10946800944127442,0.003719495995423238,0.8826383989992197,12.8
0.10936968028358558,0.0034578059799140574,0.88299579885408,12.9
0.10927834550891541,0.003214454773435756,0.8833280492367649,13.0
0.10919350436827055,0.002988167320515352,0.8836369131555272,13.1
0.10911469239850044,0.002777755816263521,0.8839240309610097,13.2
0.10904147873440474,0.002582113931213584,0.8841909287506694,13.3
0.10897346362770179,0.002400211390830632,0.8844390262153403,13.4
