S,I,R,t
0.10891595582505774,5.363980657079687e-07,0.874334319421168,17.7
0.10891595580858635,4.851245261920814e-07,0.8743343701984437,17.8
0.10891595579436114,4.387515109544409e-07,0.8743344161219538,17.9
0.10891595578207582,3.9681073457129427e-07,0.8743344576556077,18.0
0.10891595577146589,3.5887864820567894e-07,0.8743344952189833,18.1
0.10891595576230284,3.245721674281548e-07,0.8743345291915623,18.2
0.10891595575438932,2.9354480779255146e-07,0.8743345599165615,18.3
0.108915955747555,2.654831892792169e-07,0.8743345877043983,18.4
0.10891595574165272,2.4010387442279656e-07,0.874334612835822,18.5
0.10891595573655534,2.1715050829378448e-07,0.8743346355647518,18.6
0.10891595573215308,1.9639123153638223e-07,0.8743346561208382,18.7
0.10891595572835118,1.7761634040987285e-07,0.8743346747117823,18.8
0.1089159557250677,1.606361702641538e-07,0.8743346915254344,18.9
0.10891595572223202,1.4527918112709616e-07,0.8743347067316894,19.0
0.10891595571978305,1.3139022611447162e-07,0.8743347204842041,19.1
0.10891595571766802,1.1882898521264308e-07,0.8743347329219476,19.2
0.10891595571584146,1.0746854864845819e-07,0.8743347441706064,19.3
0.10891595571426393,9.719413556648123e-08,0.8743347543438528,19.4
0.10891595571290154,8.790193509592445e-08,0.8743347635444936,19.5
0.10891595571172492,7.949805812204789e-08,0.8743347718655081,19.6
0.10891595571070879,7.189758919173842e-08,0.8743347793909887,19.7
0.10891595570983123,6.502372899163715e-08,0.8743347861969878,19.8
0.10891595570907336,5.880701874967539e-08,0.8743347923522888,19.9
